Gaspar_code,Genus_and_species,FB_Spec_Code,Family,Genus,Species,Size-FishBase,Size_type,IUCN_status,Piscivores,DIET SPECIALIZATION (CORALS),HABITAT SPECIALIZATION (CORALS)
6025,Balistapus undulatus,6025,Balistidae,Balistapus,undulatus,30,TL,,0,FAC,Linked
19,Balistes vetula,19,Balistidae,Balistes,vetula,60,TL,,0,FAC,Linked
6026,Balistoides viridescens,6026,Balistidae,Balistoides,viridescens,75,TL,,0,FAC,Linked
6027,Pseudobalistes flavimarginatus,6027,Balistidae,Pseudobalistes,flavimarginatus,60,TL,,0,FAC,Linked
8226,Pseudobalistes naufragium,8226,Balistidae,Pseudobalistes,naufragium,100,TL,,0,FAC,Linked
6033,Ecsenius bicolor,6033,Blenniidae,Ecsenius,bicolor,11,TL,,0,FAC,Linked
6032,Exallias brevis,6032,Blenniidae,Exallias,brevis,14.5,TL,,0,FAC,Linked
12529,Amphichaetodon howensis,12529,Chaetodontidae,Amphichaetodon,howensis,18,SL,,0,FAC,Linked
10293,Amphichaetodon melbae,10293,Chaetodontidae,Amphichaetodon,melbae,11,SL,,0,FAC,Linked
6515,Chaetodon adiergastos,6515,Chaetodontidae,Chaetodon,adiergastos,20,TL,,0,FAC,Linked
58164,Chaetodon andamanensis,58164,Chaetodontidae,Chaetodon,andamanensis,15,TL,,0,FAC,Linked
6665,Chaetodon argentatus,6665,Chaetodontidae,Chaetodon,argentatus,20,TL,,0,FAC,Linked
6513,Chaetodon aureofasciatus,6513,Chaetodontidae,Chaetodon,aureofasciatus,12.5,TL,,0,FAC,Linked
6648,Chaetodon auripes,6648,Chaetodontidae,Chaetodon,auripes,20,TL,,0,FAC,Linked
6514,Chaetodon austriacus,6514,Chaetodontidae,Chaetodon,austriacus,13,SL,,0,FAC,Linked
8015,Chaetodon blackburnii,8015,Chaetodontidae,Chaetodon,blackburnii,13,TL,,0,FAC,Linked
5560,Chaetodon burgessi,5560,Chaetodontidae,Chaetodon,burgessi,14,TL,,0,FAC,Linked
3602,Chaetodon capistratus,3602,Chaetodontidae,Chaetodon,capistratus,7.5,TL,,0,FAC,Linked
5561,Chaetodon citrinellus,5561,Chaetodontidae,Chaetodon,citrinellus,13,TL,,0,FAC,Linked
7803,Chaetodon collare,7803,Chaetodontidae,Chaetodon,collare,18,TL,,0,FAC,Linked
10352,Chaetodon decussatus,10352,Chaetodontidae,Chaetodon,decussatus,20,TL,,0,FAC,Linked
25436,Chaetodon dialeucos,25436,Chaetodontidae,Chaetodon,dialeucos,18,TL,,0,FAC,Linked
5562,Chaetodon ephippium,5562,Chaetodontidae,Chaetodon,ephippium,30,TL,,0,FAC,Linked
8014,Chaetodon falcula,8014,Chaetodontidae,Chaetodon,falcula,20,TL,,0,FAC,Linked
12274,Chaetodon fasciatus,12274,Chaetodontidae,Chaetodon,fasciatus,22,TL,,0,FAC,Linked
6527,Chaetodon flavirostris,6527,Chaetodontidae,Chaetodon,flavirostris,20,TL,,0,FAC,Linked
5563,Chaetodon flavocoronatus,5563,Chaetodontidae,Chaetodon,flavocoronatus,12,TL,,0,FAC,Linked
7808,Chaetodon fremblii,7808,Chaetodontidae,Chaetodon,fremblii,13,TL,,0,FAC,Linked
6528,Chaetodon guentheri,6528,Chaetodontidae,Chaetodon,guentheri,18,TL,,0,FAC,Linked
7791,Chaetodon guttatissimus,7791,Chaetodontidae,Chaetodon,guttatissimus,12,TL,,0,FAC,Linked
12539,Chaetodon hemichrysus,12539,Chaetodontidae,Chaetodon,hemichrysus,19,TL,,0,FAC,Linked
61607,Chaetodon interruptus,61607,Chaetodontidae,Chaetodon,interruptus,20,TL,,0,FAC,Linked
5446,Chaetodon kleinii,5446,Chaetodontidae,Chaetodon,kleinii,15,TL,,0,FAC,Linked
8083,Chaetodon leucopleura,8083,Chaetodontidae,Chaetodon,leucopleura,18,SL,,0,FAC,Linked
5564,Chaetodon lineolatus,5564,Chaetodontidae,Chaetodon,lineolatus,30,TL,,0,FAC,Linked
5565,Chaetodon lunula,5565,Chaetodontidae,Chaetodon,lunula,20,TL,,0,FAC,Linked
7793,Chaetodon madagaskariensis,7793,Chaetodontidae,Chaetodon,madagaskariensis,13,TL,,0,FAC,Linked
5566,Chaetodon melannotus,5566,Chaetodontidae,Chaetodon,melannotus,18,TL,,0,FAC,Linked
12533,Chaetodon melapterus,12533,Chaetodontidae,Chaetodon,melapterus,13,TL,,0,FAC,Linked
5567,Chaetodon mertensii,5567,Chaetodontidae,Chaetodon,mertensii,12.5,TL,,0,FAC,Linked
25428,Chaetodon mesoleucos,25428,Chaetodontidae,Chaetodon,mesoleucos,13,TL,,0,FAC,Linked
7810,Chaetodon multicinctus,7810,Chaetodontidae,Chaetodon,multicinctus,12,TL,,0,FAC,Linked
12532,Chaetodon nippon,12532,Chaetodontidae,Chaetodon,nippon,15,TL,,0,FAC,Linked
3604,Chaetodon ocellatus,3604,Chaetodontidae,Chaetodon,ocellatus,20,TL,,0,FAC,Linked
5569,Chaetodon ocellicaudus,5569,Chaetodontidae,Chaetodon,ocellicaudus,15,TL,,0,FAC,Linked
5472,Chaetodon oxycephalus,5472,Chaetodontidae,Chaetodon,oxycephalus,25,TL,,0,FAC,Linked
12296,Chaetodon paucifasciatus,12296,Chaetodontidae,Chaetodon,paucifasciatus,14,TL,,0,FAC,Linked
6606,Chaetodon pelewensis,6606,Chaetodontidae,Chaetodon,pelewensis,12.5,TL,,0,FAC,Linked
5571,Chaetodon punctatofasciatus,5571,Chaetodontidae,Chaetodon,punctatofasciatus,12,TL,,0,FAC,Linked
5573,Chaetodon rafflesii,5573,Chaetodontidae,Chaetodon,rafflesii,18,TL,,0,FAC,Linked
6631,Chaetodon rainfordi,6631,Chaetodontidae,Chaetodon,rainfordi,15,TL,NT,0,FAC,Linked
10191,Chaetodon robustus,10191,Chaetodontidae,Chaetodon,robustus,14.5,SL,,0,FAC,Linked
5575,Chaetodon semeion,5575,Chaetodontidae,Chaetodon,semeion,26,TL,,0,FAC,Linked
5576,Chaetodon speculum,5576,Chaetodontidae,Chaetodon,speculum,18,TL,,0,FAC,Linked
3606,Chaetodon striatus,3606,Chaetodontidae,Chaetodon,striatus,16,TL,,0,FAC,Linked
12537,Chaetodon trichrous,12537,Chaetodontidae,Chaetodon,trichrous,12,TL,,0,FAC,Linked
6636,Chaetodon tricinctus,6636,Chaetodontidae,Chaetodon,tricinctus,15,TL,,0,FAC,Linked
5580,Chaetodon ulietensis,5580,Chaetodontidae,Chaetodon,ulietensis,15,TL,,0,FAC,Linked
5581,Chaetodon unimaculatus,5581,Chaetodontidae,Chaetodon,unimaculatus,20,TL,,0,FAC,Linked
6666,Chaetodon wiebeli,6666,Chaetodontidae,Chaetodon,wiebeli,19,TL,,0,FAC,Linked
7794,Chaetodon xanthocephalus,7794,Chaetodontidae,Chaetodon,xanthocephalus,20,TL,,0,FAC,Linked
6508,Chaetodon xanthurus,6508,Chaetodontidae,Chaetodon,xanthurus,14,SL,,0,FAC,Linked
8933,Chaetodon zanzibarensis,8933,Chaetodontidae,Chaetodon,zanzibarensis,12,TL,,0,FAC,Linked
5584,Forcipiger flavissimus,5584,Chaetodontidae,Forcipiger,flavissimus,22,TL,,0,FAC,Linked
5585,Forcipiger longirostris,5585,Chaetodontidae,Forcipiger,longirostris,22,TL,,0,FAC,Linked
5589,Heniochus chrysostomus,5589,Chaetodontidae,Heniochus,chrysostomus,18,TL,,0,FAC,Linked
7219,Paragobiodon echinocephalus,7219,Gobiidae,Paragobiodon,echinocephalus,4,TL,,0,FAC,Linked
22476,Paragobiodon lacunicolus,22476,Gobiidae,Paragobiodon,lacunicolus,3,TL,,0,FAC,Linked
22489,Paragobiodon melanosomus,22489,Gobiidae,Paragobiodon,melanosomus,,,,0,FAC,Linked
22477,Paragobiodon modestus,22477,Gobiidae,Paragobiodon,modestus,3.5,TL,,0,FAC,Linked
7220,Paragobiodon xanthosomus,7220,Gobiidae,Paragobiodon,xanthosomus,4,TL,,0,FAC,Linked
5108,Diproctacanthus xanthurus,5108,Labridae,Diproctacanthus,xanthurus,10,TL,,0,FAC,Linked
7744,Gomphosus caeruleus,7744,Labridae,Gomphosus,caeruleus,30,TL,,0,FAC,Linked
4867,Labropsis micronesica,4867,Labridae,Labropsis,micronesica,12,TL,,0,FAC,Linked
25788,Larabicus quadrilineatus,25788,Labridae,Larabicus,quadrilineatus,11.5,TL,,0,FAC,Linked
5836,Cantherhines dumerilii,5836,Monacanthidae,Cantherhines,dumerilii,38,TL,,0,FAC,Linked
4277,Cantherhines macrocerus,4277,Monacanthidae,Cantherhines,macrocerus,46,TL,,0,FAC,Linked
1082,Cantherhines pullus,1082,Monacanthidae,Cantherhines,pullus,20,TL,,0,FAC,Linked
7835,Cantherhines sandwichiensis,7835,Monacanthidae,Cantherhines,sandwichiensis,19.3,TL,,0,FAC,Linked
25418,Oxymonacanthus halli,25418,Monacanthidae,Oxymonacanthus,halli,7,TL,,0,FAC,Linked
4373,Pervagor spilosoma,4373,Monacanthidae,Pervagor,spilosoma,18,TL,,0,FAC,Linked
6555,Ostracion cubicus,6555,Ostraciidae,Ostracion,cubicus,45,TL,,0,FAC,Linked
6556,Ostracion meleagris,6556,Ostraciidae,Ostracion,meleagris,25,TL,,0,FAC,Linked
6549,Centropyge multispinis,6549,Pomacanthidae,Centropyge,multispinis,14,TL,,0,FAC,Linked
1117,Pomacanthus arcuatus,1117,Pomacanthidae,Pomacanthus,arcuatus,60,TL,,0,FAC,Linked
5663,Pomacanthus semicirculatus,5663,Pomacanthidae,Pomacanthus,semicirculatus,40,SL,,0,FAC,Linked
5684,Cheiloprion labiatus,5684,Pomacentridae,Cheiloprion,labiatus,6,SL,,0,FAC,Linked
1122,Microspathodon chrysurus,1122,Pomacentridae,Microspathodon,chrysurus,21,TL,,0,FAC,Linked
5707,Neoglyphidodon melas,5707,Pomacentridae,Neoglyphidodon,melas,18,TL,,0,FAC,Linked
5709,Plectroglyphidodon dickii,5709,Pomacentridae,Plectroglyphidodon,dickii,11,TL,,0,FAC,Linked
5711,Plectroglyphidodon johnstonianus,5711,Pomacentridae,Plectroglyphidodon,johnstonianus,14,TL,,0,FAC,Linked
5537,Bolbometopon muricatum,5537,Scaridae,Bolbometopon,muricatum,130,TL,VU,0,FAC,Linked
5538,Cetoscarus bicolor,5538,Scaridae,Cetoscarus,bicolor,90,TL,,0,FAC,Linked
4979,Chlorurus gibbus,4979,Scaridae,Chlorurus,gibbus,70,TL,,0,FAC,Linked
60479,Chlorurus microrhinos,60479,Scaridae,Chlorurus,microrhinos,70,TL,,0,FAC,Linked
7829,Chlorurus perspicillatus,7829,Scaridae,Chlorurus,perspicillatus,60.9,SL,,0,FAC,Linked
5556,Chlorurus sordidus,5556,Scaridae,Chlorurus,sordidus,40,TL,,0,FAC,Linked
12833,Chlorurus strongylocephalus,12833,Scaridae,Chlorurus,strongylocephalus,70,TL,,0,FAC,Linked
1152,Scarus coelestinus,1152,Scaridae,Scarus,coelestinus,77,TL,,0,FAC,Linked
5546,Scarus frenatus,5546,Scaridae,Scarus,frenatus,47,TL,,0,FAC,Linked
1155,Scarus guacamaia,1155,Scaridae,Scarus,guacamaia,120,TL,NT,0,FAC,Linked
8392,Scarus perrico,8392,Scaridae,Scarus,perrico,76,TL,,0,FAC,Linked
4969,Scarus rivulatus,4969,Scaridae,Scarus,rivulatus,40,SL,,0,FAC,Linked
1156,Scarus taeniopterus,1156,Scaridae,Scarus,taeniopterus,35,TL,,0,FAC,Linked
59493,Scarus trispinosus,59493,Scaridae,Scarus,trispinosus,35.5,SL,EN,0,FAC,Linked
1157,Scarus vetula,1157,Scaridae,Scarus,vetula,61,TL,,0,FAC,Linked
7914,Scarus viridifucatus,7914,Scaridae,Scarus,viridifucatus,45,TL,,0,FAC,Linked
59491,Sparisoma amplum,59491,Scaridae,Sparisoma,amplum,39,SL,,0,FAC,Linked
1158,Sparisoma aurofrenatum,1158,Scaridae,Sparisoma,aurofrenatum,28,TL,,0,FAC,Linked
4276,Balistes polylepis,4276,Balistidae,Balistes,polylepis,76,TL,,0,FAC,0
966,Melichthys niger,966,Balistidae,Melichthys,niger,50,TL,,0,FAC,0
5839,Rhinecanthus aculeatus,5839,Balistidae,Rhinecanthus,aculeatus,30,TL,,0,FAC,0
1312,Sufflamen fraenatum,1312,Balistidae,Sufflamen,fraenatum,38,TL,,0,FAC,0
13533,Sufflamen verres,13533,Balistidae,Sufflamen,verres,40,TL,,0,FAC,0
5557,Chaetodon auriga,5557,Chaetodontidae,Chaetodon,auriga,23,TL,,0,FAC,0
12646,Chaetodon daedalma,12646,Chaetodontidae,Chaetodon,daedalma,15,TL,,0,FAC,0
12259,Chaetodon declivis,12259,Chaetodontidae,Chaetodon,declivis,12,TL,,0,FAC,0
8916,Chaetodon dolosus,8916,Chaetodontidae,Chaetodon,dolosus,15,TL,,0,FAC,0
12534,Chaetodon gardineri,12534,Chaetodontidae,Chaetodon,gardineri,17,TL,,0,FAC,0
5136,Chaetodon miliaris,5136,Chaetodontidae,Chaetodon,miliaris,13,SL,,0,FAC,0
12648,Chaetodon smithi,12648,Chaetodontidae,Chaetodon,smithi,17,TL,,0,FAC,0
5577,Chaetodon tinkeri,5577,Chaetodontidae,Chaetodon,tinkeri,15,TL,,0,FAC,0
5582,Chaetodon vagabundus,5582,Chaetodontidae,Chaetodon,vagabundus,23,TL,,0,FAC,0
5483,Chelmon rostratus,5483,Chaetodontidae,Chelmon,rostratus,20,TL,,0,FAC,0
11250,Coradion altivelis,11250,Chaetodontidae,Coradion,altivelis,18,TL,,0,FAC,0
5583,Coradion chrysozonus,5583,Chaetodontidae,Coradion,chrysozonus,15,TL,,0,FAC,0
7887,Parachaetodon ocellatus,7887,Chaetodontidae,Parachaetodon,ocellatus,18,TL,,0,FAC,0
4275,Aluterus scriptus,4275,Monacanthidae,Aluterus,scriptus,110,TL,,0,FAC,0
12601,Cantherhines verecundus,12601,Monacanthidae,Cantherhines,verecundus,12.5,TL,,0,FAC,0
23363,Acanthostracion guineensis,23363,Ostraciidae,Acanthostracion,guineensis,18,TL,,0,FAC,0
23370,Acanthostracion notacanthus,23370,Ostraciidae,Acanthostracion,notacanthus,50,TL,,0,FAC,0
4287,Acanthostracion polygonius,4287,Ostraciidae,Acanthostracion,polygonius,50,NG,,0,FAC,0
1109,Lactophrys triqueter,1109,Ostraciidae,Lactophrys,triqueter,47,TL,,0,FAC,0
6554,Lactoria diaphana,6554,Ostraciidae,Lactoria,diaphana,34,TL,,0,FAC,0
4355,Calotomus carolinus,4355,Scaridae,Calotomus,carolinus,54,TL,,0,FAC,0
5548,Scarus ghobban,5548,Scaridae,Scarus,ghobban,90,TL,,0,FAC,0
1161,Sparisoma viride,1161,Scaridae,Sparisoma,viride,64,TL,,0,FAC,0
5425,Arothron hispidus,5425,Tetraodontidae,Arothron,hispidus,50,TL,,0,FAC,0
6401,Arothron meleagris,6401,Tetraodontidae,Arothron,meleagris,50,TL,,0,FAC,0
6400,Arothron nigropunctatus,6400,Tetraodontidae,Arothron,nigropunctatus,33,TL,,0,FAC,0
6594,Arothron reticularis,6594,Tetraodontidae,Arothron,reticularis,45,SL,,0,FAC,0
6526,Arothron stellatus,6526,Tetraodontidae,Arothron,stellatus,120,TL,,0,FAC,0
7840,Canthigaster amboinensis,7840,Tetraodontidae,Canthigaster,amboinensis,15,TL,,0,FAC,0
7844,Canthigaster jactator,7844,Tetraodontidae,Canthigaster,jactator,9,TL,,0,FAC,0
12778,Canthigaster margaritata,12778,Tetraodontidae,Canthigaster,margaritata,31.2,TL,,0,FAC,0
6578,Canthigaster solandri,6578,Tetraodontidae,Canthigaster,solandri,11.5,TL,,0,FAC,0
6544,Canthigaster valentini,6544,Tetraodontidae,Canthigaster,valentini,11,TL,,0,FAC,0
1240,Sphoeroides nephelus,1240,Tetraodontidae,Sphoeroides,nephelus,30,TL,,0,FAC,0
4748,Acanthurus auranticavus,4748,Acanthuridae,Acanthurus,auranticavus,45,SL,,0,NS,Linked
4307,Acanthurus bariene,4307,Acanthuridae,Acanthurus,bariene,50,TL,,0,NS,Linked
4750,Acanthurus blochii,4750,Acanthuridae,Acanthurus,blochii,45,SL,,0,NS,Linked
1256,Acanthurus dussumieri,1256,Acanthuridae,Acanthurus,dussumieri,54,TL,,0,NS,Linked
4745,Acanthurus fowleri,4745,Acanthuridae,Acanthurus,fowleri,45,SL,,0,NS,Linked
17471,Acanthurus gahhm,17471,Acanthuridae,Acanthurus,gahhm,40,TL,,0,NS,Linked
1257,Acanthurus leucosternon,1257,Acanthuridae,Acanthurus,leucosternon,54,TL,,0,NS,Linked
1258,Acanthurus lineatus,1258,Acanthuridae,Acanthurus,lineatus,38,TL,,0,NS,Linked
4746,Acanthurus maculiceps,4746,Acanthuridae,Acanthurus,maculiceps,40,SL,,0,NS,Linked
1255,Acanthurus mata,1255,Acanthuridae,Acanthurus,mata,50,TL,,0,NS,Linked
4747,Acanthurus nigricauda,4747,Acanthuridae,Acanthurus,nigricauda,40,TL,,0,NS,Linked
4744,Acanthurus olivaceus,4744,Acanthuridae,Acanthurus,olivaceus,35,TL,,0,NS,Linked
4742,Acanthurus pyroferus,4742,Acanthuridae,Acanthurus,pyroferus,25,TL,,0,NS,Linked
3905,Acanthurus randalli,3905,Acanthuridae,Acanthurus,randalli,18,TL,,0,NS,Linked
4740,Acanthurus sohal,4740,Acanthuridae,Acanthurus,sohal,40,TL,,0,NS,Linked
12782,Acanthurus tristis,12782,Acanthuridae,Acanthurus,tristis,25,TL,,0,NS,Linked
1261,Acanthurus xanthopterus,1261,Acanthuridae,Acanthurus,xanthopterus,70,TL,,0,NS,Linked
59486,Ctenochaetus cyanocheilus,59486,Acanthuridae,Ctenochaetus,cyanocheilus,16,SL,,0,NS,Linked
59589,Ctenochaetus flavicauda,59589,Acanthuridae,Ctenochaetus,flavicauda,11.8,SL,,0,NS,Linked
6021,Naso brevirostris,6021,Acanthuridae,Naso,brevirostris,60,FL,,0,NS,Linked
60074,Naso elegans,60074,Acanthuridae,Naso,elegans,45,SL,,0,NS,Linked
1264,Naso lituratus,1264,Acanthuridae,Naso,lituratus,46,SL,,0,NS,Linked
60075,Naso mcdadei,60075,Acanthuridae,Naso,mcdadei,75,SL,,0,NS,Linked
60076,Naso tonganus,60076,Acanthuridae,Naso,tonganus,60,SL,,0,NS,Linked
6023,Naso tuberosus,6023,Acanthuridae,Naso,tuberosus,60,SL,,0,NS,Linked
1265,Naso unicornis,1265,Acanthuridae,Naso,unicornis,70,FL,,0,NS,Linked
6024,Naso vlamingii,6024,Acanthuridae,Naso,vlamingii,60,TL,,0,NS,Linked
6017,Paracanthurus hepatus,6017,Acanthuridae,Paracanthurus,hepatus,31,TL,,0,NS,Linked
58791,Zebrasoma desjardinii,58791,Acanthuridae,Zebrasoma,desjardinii,40,TL,,0,NS,Linked
6018,Zebrasoma flavescens,6018,Acanthuridae,Zebrasoma,flavescens,20,TL,,0,NS,Linked
7631,Zebrasoma gemmatum,7631,Acanthuridae,Zebrasoma,gemmatum,22,TL,,0,NS,Linked
25802,Zebrasoma rostratum,25802,Acanthuridae,Zebrasoma,rostratum,21,TL,,0,NS,Linked
5951,Zebrasoma scopas,5951,Acanthuridae,Zebrasoma,scopas,40,SL,,0,NS,Linked
1266,Zebrasoma veliferum,1266,Acanthuridae,Zebrasoma,veliferum,40,SL,,0,NS,Linked
12023,Zebrasoma xanthurum,12023,Acanthuridae,Zebrasoma,xanthurum,22,TL,,0,NS,Linked
11150,Antennatus tuberosus,11150,Antennariidae,Antennatus,tuberosus,9,SL,,1,NS,Linked
27436,Cheroscorpaena tridactyla,27436,Apistidae,Cheroscorpaena,tridactyla,10.5,,,0,NS,Linked
5766,Apogon angustatus,5766,Apogonidae,Apogon,angustatus,11,TL,,0,NS,Linked
10294,Apogon apogonides,10294,Apogonidae,Apogon,apogonides,10,TL,,0,NS,Linked
4837,Apogon aureus,4837,Apogonidae,Apogon,aureus,14.5,TL,,0,NS,Linked
46519,Apogon capricornis,46519,Apogonidae,Apogon,capricornis,5.76,SL,,0,NS,Linked
58153,Apogon chrysopomus,58153,Apogonidae,Apogon,chrysopomus,10,TL,,0,NS,Linked
13003,Apogon chrysotaenia,13003,Apogonidae,Apogon,chrysotaenia,12,TL,,0,NS,Linked
60350,Apogon cladophilos,60350,Apogonidae,Apogon,cladophilos,6,,,0,NS,Linked
5752,Apogon coccineus,5752,Apogonidae,Apogon,coccineus,6,TL,,0,NS,Linked
5769,Apogon compressus,5769,Apogonidae,Apogon,compressus,12,TL,,0,NS,Linked
9240,Apogon cookii,9240,Apogonidae,Apogon,cookii,10,TL,,0,NS,Linked
12992,Apogon crassiceps,12992,Apogonidae,Apogon,crassiceps,2.9,SL,,0,NS,Linked
4600,Apogon cyanosoma,4600,Apogonidae,Apogon,cyanosoma,8,TL,,0,NS,Linked
8587,Apogon doederleini,8587,Apogonidae,Apogon,doederleini,14,TL,,0,NS,Linked
6524,Apogon endekataenia,6524,Apogonidae,Apogon,endekataenia,14,TL,,0,NS,Linked
12998,Apogon erythrinus,12998,Apogonidae,Apogon,erythrinus,4.01,SL,,0,NS,Linked
5750,Apogon evermanni,5750,Apogonidae,Apogon,evermanni,12,SL,,0,NS,Linked
5756,Apogon exostigma,5756,Apogonidae,Apogon,exostigma,12,TL,,0,NS,Linked
46518,Apogon flavus,46518,Apogonidae,Apogon,flavus,9.59,SL,,0,NS,Linked
4838,Apogon fleurieu,4838,Apogonidae,Apogon,fleurieu,12.5,SL,,0,NS,Linked
5757,Apogon fraenatus,5757,Apogonidae,Apogon,fraenatus,10,TL,,0,NS,Linked
25051,Apogon franssedai,25051,Apogonidae,Apogon,franssedai,7.5,SL,,0,NS,Linked
5765,Apogon guamensis,5765,Apogonidae,Apogon,guamensis,10,TL,,0,NS,Linked
5760,Apogon hartzfeldii,5760,Apogonidae,Apogon,hartzfeldii,10,TL,,0,NS,Linked
24339,Apogon jenkinsi,24339,Apogonidae,Apogon,jenkinsi,8,SL,,0,NS,Linked
5758,Apogon kallopterus,5758,Apogonidae,Apogon,kallopterus,15,TL,,0,NS,Linked
59181,Apogon komodoensis,59181,Apogonidae,Apogon,komodoensis,10,SL,,0,NS,Linked
3524,Apogon lachneri,3524,Apogonidae,Apogon,lachneri,6.5,TL,,0,NS,Linked
3525,Apogon leptocaulus,3525,Apogonidae,Apogon,leptocaulus,6,TL,,0,NS,Linked
60365,Apogon leptofasciatus,60365,Apogonidae,Apogon,leptofasciatus,5,SL,,0,NS,Linked
52458,Apogon limenus,52458,Apogonidae,Apogon,limenus,14,TL,,0,NS,Linked
58156,Apogon margaritophorus,58156,Apogonidae,Apogon,margaritophorus,6.5,TL,,0,NS,Linked
5749,Apogon melas,5749,Apogonidae,Apogon,melas,10,SL,,0,NS,Linked
60354,Apogon monospilus,60354,Apogonidae,Apogon,monospilus,7.8,SL,,0,NS,Linked
11619,Apogon multilineatus,11619,Apogonidae,Apogon,multilineatus,10,TL,,0,NS,Linked
25037,Apogon nanus,25037,Apogonidae,Apogon,nanus,6,SL,,0,NS,Linked
10621,Apogon nigrocincta,10621,Apogonidae,Apogon,nigrocincta,9.1,SL,,0,NS,Linked
4836,Apogon nigrofasciatus,4836,Apogonidae,Apogon,nigrofasciatus,10,TL,,0,NS,Linked
12659,Apogon norfolcensis,12659,Apogonidae,Apogon,norfolcensis,15,TL,,0,NS,Linked
8590,Apogon notatus,8590,Apogonidae,Apogon,notatus,10,TL,,0,NS,Linked
5768,Apogon novemfasciatus,5768,Apogonidae,Apogon,novemfasciatus,10,TL,,0,NS,Linked
3527,Apogon phenax,3527,Apogonidae,Apogon,phenax,7.5,TL,,0,NS,Linked
3528,Apogon pillionatus,3528,Apogonidae,Apogon,pillionatus,6.5,TL,,0,NS,Linked
3529,Apogon planifrons,3529,Apogonidae,Apogon,planifrons,10.5,SL,,0,NS,Linked
56921,Apogon properuptus,56921,Apogonidae,Apogon,properuptus,8.5,TL,,0,NS,Linked
4839,Apogon pselion,4839,Apogonidae,Apogon,pselion,4,SL,,0,NS,Linked
3530,Apogon pseudomaculatus,3530,Apogonidae,Apogon,pseudomaculatus,11,TL,,0,NS,Linked
3531,Apogon quadrisquamatus,3531,Apogonidae,Apogon,quadrisquamatus,7,TL,,0,NS,Linked
23455,Apogon rhodopterus,23455,Apogonidae,Apogon,rhodopterus,15,TL,,0,NS,Linked
59183,Apogon rubrimacula,59183,Apogonidae,Apogon,rubrimacula,4.47,SL,,0,NS,Linked
59480,Apogon rufus,59480,Apogonidae,Apogon,rufus,8,SL,,0,NS,Linked
5762,Apogon sangiensis,5762,Apogonidae,Apogon,sangiensis,9,TL,,0,NS,Linked
6230,Apogon sealei,6230,Apogonidae,Apogon,sealei,10,TL,,0,NS,Linked
27037,Apogon selas,27037,Apogonidae,Apogon,selas,4,SL,,0,NS,Linked
59187,Apogon striatus,59187,Apogonidae,Apogon,striatus,5.5,SL,,0,NS,Linked
127,Apogon taeniatus,127,Apogonidae,Apogon,taeniatus,17,TL,,0,NS,Linked
5767,Apogon taeniophorus,5767,Apogonidae,Apogon,taeniophorus,11,TL,,0,NS,Linked
5755,Apogon taeniopterus,5755,Apogonidae,Apogon,taeniopterus,15,SL,,0,NS,Linked
12906,Apogon talboti,12906,Apogonidae,Apogon,talboti,14,TL,,0,NS,Linked
12658,Apogon timorensis,12658,Apogonidae,Apogon,timorensis,9,TL,,0,NS,Linked
3532,Apogon townsendi,3532,Apogonidae,Apogon,townsendi,6.5,SL,,0,NS,Linked
5748,Apogon trimaculatus,5748,Apogonidae,Apogon,trimaculatus,14.16,SL,,0,NS,Linked
23741,Apogon unicolor,23741,Apogonidae,Apogon,unicolor,14,TL,,0,NS,Linked
25058,Apogon ventrifasciatus,25058,Apogonidae,Apogon,ventrifasciatus,4.87,SL,,0,NS,Linked
59184,Apogon wassinki,59184,Apogonidae,Apogon,wassinki,7,TL,,0,NS,Linked
59462,Archamia ataenia,59462,Apogonidae,Archamia,ataenia,4.83,SL,,0,NS,Linked
5775,Archamia biguttata,5775,Apogonidae,Archamia,biguttata,11,TL,,0,NS,Linked
58158,Archamia bilineata,58158,Apogonidae,Archamia,bilineata,3.75,SL,,0,NS,Linked
60358,Archamia bleekeri,60358,Apogonidae,Archamia,bleekeri,10,TL,,0,NS,Linked
27484,Archamia buruensis,27484,Apogonidae,Archamia,buruensis,7.5,SL,,0,NS,Linked
62300,Archamia flavofasciata,62300,Apogonidae,Archamia,flavofasciata,7.85,SL,,0,NS,Linked
5776,Archamia fucata,5776,Apogonidae,Archamia,fucata,10,TL,,0,NS,Linked
12627,Archamia leai,12627,Apogonidae,Archamia,leai,9,TL,,0,NS,Linked
7854,Archamia lineolata,7854,Apogonidae,Archamia,lineolata,10.3,TL,,0,NS,Linked
59188,Archamia macroptera,59188,Apogonidae,Archamia,macroptera,9,TL,,0,NS,Linked
23656,Archamia mozambiquensis,23656,Apogonidae,Archamia,mozambiquensis,8.9,SL,,0,NS,Linked
27315,Archamia pallida,27315,Apogonidae,Archamia,pallida,4,TL,,0,NS,Linked
5777,Archamia zosterophora,5777,Apogonidae,Archamia,zosterophora,8,TL,,0,NS,Linked
58339,Cercamia cladara,58339,Apogonidae,Cercamia,cladara,4.5,SL,,0,NS,Linked
12876,Cheilodipterus alleni,12876,Apogonidae,Cheilodipterus,alleni,10.4,SL,,1,NS,Linked
6669,Cheilodipterus arabicus,6669,Apogonidae,Cheilodipterus,arabicus,18,SL,,1,NS,Linked
5780,Cheilodipterus artus,5780,Apogonidae,Cheilodipterus,artus,18.7,SL,,1,NS,Linked
12877,Cheilodipterus intermedius,12877,Apogonidae,Cheilodipterus,intermedius,20,SL,,1,NS,Linked
