Gaspar_code,Genus_and_species,FB_Spec_Code,Family,Genus,Species,Size-FishBase,Size_type,IUCN_status,Piscivores,DIET SPECIALIZATION (CORALS),HABITAT SPECIALIZATION (CORALS)
27233,Apogon americanus,27233,Apogonidae,Apogon,americanus,10,SL,,0,NS,0
14881,Apogon argyrogaster,14881,Apogonidae,Apogon,argyrogaster,14,,,0,NS,0
25507,Apogon atradorsatus,25507,Apogonidae,Apogon,atradorsatus,8,SL,,0,NS,0
46600,Apogon atricaudus,46600,Apogonidae,Apogon,atricaudus,8,TL,,0,NS,0
60369,Apogon atripes,60369,Apogonidae,Apogon,atripes,9,TL,,0,NS,0
12565,Apogon atrogaster,12565,Apogonidae,Apogon,atrogaster,5,SL,,0,NS,0
3521,Apogon aurolineatus,3521,Apogonidae,Apogon,aurolineatus,6.5,TL,,0,NS,0
17360,Apogon axillaris,17360,Apogonidae,Apogon,axillaris,15,TL,,0,NS,0
3522,Apogon binotatus,3522,Apogonidae,Apogon,binotatus,13,SL,,0,NS,0
10543,Apogon brevicaudata,10543,Apogonidae,Apogon,brevicaudata,11,TL,,0,NS,0
61523,Apogon brevispinis,61523,Apogonidae,Apogon,brevispinis,6.2,SL,,0,NS,0
57868,Apogon bryx,57868,Apogonidae,Apogon,bryx,5.19,SL,,0,NS,0
63429,Apogon campbelli,63429,Apogonidae,Apogon,campbelli,3.86,SL,,0,NS,0
60357,Apogon cantoris,60357,Apogonidae,Apogon,cantoris,3.1,,,0,NS,0
M-3391a-G,Apogon cardinalis,,Apogonidae,Apogon,cardinalis,,,,0,NS,0
9239,Apogon carinatus,9239,Apogonidae,Apogon,carinatus,15,TL,,0,NS,0
60377,Apogon catalai,60377,Apogonidae,Apogon,catalai,5.4,SL,,0,NS,0
59776,Apogon cathetogramma,59776,Apogonidae,Apogon,cathetogramma,12,SL,,0,NS,0
58152,Apogon caudicinctus,58152,Apogonidae,Apogon,caudicinctus,6.43,SL,,0,NS,0
25109,Apogon cavitiensis,25109,Apogonidae,Apogon,cavitensis,6.5,TL,,0,NS,0
10342,Apogon ceramensis,10342,Apogonidae,Apogon,ceramensis,10,TL,,0,NS,0
55305,Apogon chalcius,55305,Apogonidae,Apogon,chalcius,11.6,SL,,0,NS,0
54177,Apogon cheni,54177,Apogonidae,Apogon,cheni,13,SL,,0,NS,0
27481,Apogon dammermani,27481,Apogonidae,Apogon,dammermani,9,,,0,NS,0
60738,Apogon darnleyensis,60738,Apogonidae,Apogon,darnleyensis,,,,0,NS,0
51830,Apogon deetsie,51830,Apogonidae,Apogon,deetsie,5.09,SL,,0,NS,0
27313,Apogon dhofar,27313,Apogonidae,Apogon,dhofar,14,TL,,0,NS,0
60364,Apogon dianthus,60364,Apogonidae,Apogon,dianthus,4.8,SL,,0,NS,0
5759,Apogon dispar,5759,Apogonidae,Apogon,dispar,5,SL,,0,NS,0
59180,Apogon diversus,59180,Apogonidae,Apogon,diversus,8,,,0,NS,0
5753,Apogon doryssa,5753,Apogonidae,Apogon,doryssa,8,TL,,0,NS,0
8256,Apogon dovii,8256,Apogonidae,Apogon,dovii,7.5,TL,,0,NS,0
5751,Apogon ellioti,5751,Apogonidae,Apogon,ellioti,16,TL,,0,NS,0
65004,Apogon erythrosoma,65004,Apogonidae,Apogon,erythrosoma,3.76,SL,,0,NS,0
6605,Apogon fasciatus,6605,Apogonidae,Apogon,fasciatus,10.3,TL,,0,NS,0
16886,Apogon flagelliferus,16886,Apogonidae,Apogon,flagelliferus,13,TL,,0,NS,0
54176,Apogon fukuii,54176,Apogonidae,Apogon,fukuii,9.34,SL,,0,NS,0
59173,Apogon fuscomaculatus,59173,Apogonidae,Apogon,fuscomaculatus,6,TL,,0,NS,0
58154,Apogon gardineri,58154,Apogonidae,Apogon,gardineri,4,SL,,0,NS,0
60348,Apogon gouldi,60348,Apogonidae,Apogon,gouldi,6,SL,,0,NS,0
50880,Apogon griffini,50880,Apogonidae,Apogon,griffini,13.5,SL,,0,NS,0
3523,Apogon guadalupensis,3523,Apogonidae,Apogon,guadalupensis,13,TL,,0,NS,0
56481,Apogon gularis,56481,Apogonidae,Apogon,gularis,6.6,TL,,0,NS,0
50885,Apogon heptastygma,50885,Apogonidae,Apogon,heptastygma,3.3,SL,,0,NS,0
8588,Apogon hoevenii,8588,Apogonidae,Apogon,hoevenii,6,TL,,0,NS,0
46445,Apogon holotaenia,46445,Apogonidae,Apogon,holotaenia,8,TL,,0,NS,0
56482,Apogon hungi,56482,Apogonidae,Apogon,hungi,7.6,,,0,NS,0
B-3391-G,Apogon hypselonotus,,Apogonidae,Apogon,hypselonotus,11.5,,,0,NS,0
1693,Apogon imberbis,1693,Apogonidae,Apogon,imberbis,15,SL,,0,NS,0
60052,Apogon indicus,60052,Apogonidae,Apogon,indicus,3.79,SL,,0,NS,0
23454,Apogon ishigakiensis,23454,Apogonidae,Apogon,ishigakiensis,6,TL,,0,NS,0
50886,Apogon isus,50886,Apogonidae,Apogon,isus,5.6,SL,,0,NS,0
58155,Apogon kalosoma,58155,Apogonidae,Apogon,kalosoma,6.5,SL,,0,NS,0
63427,Apogon kautamea,63427,Apogonidae,Apogon,kautamea,4,SL,,0,NS,0
8230,Apogon kiensis,8230,Apogonidae,Apogon,kiensis,8,TL,,0,NS,0
5761,Apogon lateralis,5761,Apogonidae,Apogon,lateralis,11,TL,,0,NS,0
59452,Apogon lativittatus,59452,Apogonidae,Apogon,lativittatus,5.84,SL,,0,NS,0
8231,Apogon lineatus,8231,Apogonidae,Apogon,lineatus,9,TL,,0,NS,0
60351,Apogon lineomaculatus,60351,Apogonidae,Apogon,lineomaculatus,6.5,,,0,NS,0
3526,Apogon maculatus,3526,Apogonidae,Apogon,maculatus,11,TL,,0,NS,0
7788,Apogon maculiferus,7788,Apogonidae,Apogon,maculiferus,14,TL,,0,NS,0
60054,Apogon marquesensis,60054,Apogonidae,Apogon,marquesensis,4.57,SL,,0,NS,0
25370,Apogon melanoproctus,25370,Apogonidae,Apogon,melanoproctus,4,SL,,0,NS,0
11666,Apogon melanopus,11666,Apogonidae,Apogon,melanopus,10,TL,,0,NS,0
60352,Apogon microspilos,60352,Apogonidae,Apogon,microspilos,,,,0,NS,0
8589,Apogon moluccensis,8589,Apogonidae,Apogon,moluccensis,9,TL,,0,NS,0
12409,Apogon mosavi,12409,Apogonidae,Apogon,mosavi,,,,0,NS,0
8009,Apogon multitaeniatus,8009,Apogonidae,Apogon,multitaeniatus,18,TL,,0,NS,0
23648,Apogon natalensis,23648,Apogonidae,Apogon,natalensis,19,TL,,1,NS,0
25049,Apogon neotes,25049,Apogonidae,Apogon,neotes,2.7,SL,,0,NS,0
8232,Apogon niger,8232,Apogonidae,Apogon,niger,8,TL,,0,NS,0
M-3391c-G,Apogon nigricans,,Apogonidae,Apogon,nigricans,,,,0,NS,0
23650,Apogon nigripes,23650,Apogonidae,Apogon,nigripes,7,TL,,0,NS,0
8012,Apogon nigripinnis,8012,Apogonidae,Apogon,nigripinnis,10,TL,,0,NS,0
23651,Apogon nitidus,23651,Apogonidae,Apogon,nitidus,8,TL,,0,NS,0
27483,Apogon novaeguineae,27483,Apogonidae,Apogon,novaeguineae,4.2,SL,,0,NS,0
25034,Apogon ocellicaudus,25034,Apogonidae,Apogon,ocellicaudus,5,SL,,0,NS,0
26994,Apogon omanensis,26994,Apogonidae,Apogon,omanensis,15.5,TL,,0,NS,0
14817,Apogon opercularis,14817,Apogonidae,Apogon,opercularis,7,SL,,0,NS,0
59057,Apogon oxina,59057,Apogonidae,Apogon,oxina,7.1,SL,,0,NS,0
60366,Apogon oxygrammus,60366,Apogonidae,Apogon,oxygrammus,3.87,SL,,0,NS,0
25508,Apogon pacificus,25508,Apogonidae,Apogon,pacificus,10,TL,,0,NS,0
14820,Apogon pallidofasciatus,14820,Apogonidae,Apogon,pallidofasciatus,7,SL,,0,NS,0
23452,Apogon parvulus,23452,Apogonidae,Apogon,parvulus,4,TL,,0,NS,0
60362,Apogon pharaonis,60362,Apogonidae,Apogon,pharaonis,8,,,0,NS,0
57980,Apogon photogaster,57980,Apogonidae,Apogon,photogaster,,,,0,NS,0
63447,Apogon pleuron,63447,Apogonidae,Apogon,pleuron,10.4,SL,,0,NS,0
60353,Apogon posterofasciatus,60353,Apogonidae,Apogon,posterofasciatus,,,,0,NS,0
26632,Apogon pseudotaeniatus,26632,Apogonidae,Apogon,pseudotaeniatus,14,TL,,0,NS,0
53017,Apogon quadrifasciatus,53017,Apogonidae,Apogon,quadrifasciatus,13,TL,,0,NS,0
59185,Apogon quartus,59185,Apogonidae,Apogon,quartus,,,,0,NS,0
8011,Apogon queketti,8011,Apogonidae,Apogon,queketti,8,TL,,0,NS,0
60371,Apogon quinquestriatus,60371,Apogonidae,Apogon,quinquestriatus,3.65,SL,,0,NS,0
52959,Apogon regani,52959,Apogonidae,Apogon,regani,4.8,SL,,0,NS,0
61524,Apogon regula,61524,Apogonidae,Apogon,regula,3.84,SL,,0,NS,0
59453,Apogon relativus,59453,Apogonidae,Apogon,relativus,7.38,SL,,0,NS,0
46598,Apogon retrosella,46598,Apogonidae,Apogon,retrosella,10,TL,,0,NS,0
50361,Apogon robbyi,50361,Apogonidae,Apogon,robbyi,3,SL,,0,NS,0
16435,Apogon robinsi,16435,Apogonidae,Apogon,robinsi,10,SL,,0,NS,0
62869,Apogon rubellus,62869,Apogonidae,Apogon,rubellus,,,,0,NS,0
63428,Apogon rubrifuscus,63428,Apogonidae,Apogon,rubrifuscus,10,SL,,0,NS,0
14822,Apogon rueppellii,14822,Apogonidae,Apogon,rueppellii,12,TL,,0,NS,0
60565,Apogon schlegeli,60565,Apogonidae,Apogon,schlegeli,3.8,,,0,NS,0
9241,Apogon semilineatus,9241,Apogonidae,Apogon,semilineatus,12,TL,,0,NS,0
63902,Apogon seminigracaudus,63902,Apogonidae,Apogon,seminigracaudus,3.27,,,0,NS,0
8008,Apogon semiornatus,8008,Apogonidae,Apogon,semiornatus,7.5,TL,,0,NS,0
10343,Apogon septemstriatus,10343,Apogonidae,Apogon,septemstriatus,5.3,SL,,0,NS,0
60368,Apogon sialis,60368,Apogonidae,Apogon,sialis,,,,0,NS,0
59454,Apogon sinus,59454,Apogonidae,Apogon,sinus,8.49,SL,,0,NS,0
59514,Apogon smithi,59514,Apogonidae,Apogon,smithi,10,SL,,0,NS,0
60363,Apogon spilurus,60363,Apogonidae,Apogon,spilurus,7.53,,,0,NS,0
M-3391d-G,Apogon spinicola,,Apogonidae,Apogon,spinicola,,,,0,NS,0
60376,Apogon striatodes,60376,Apogonidae,Apogon,striatodes,,,,0,NS,0
60053,Apogon susanae,60053,Apogonidae,Apogon,susanae,3.95,SL,,0,NS,0
12747,Apogon thermalis,12747,Apogonidae,Apogon,thermalis,8,TL,,0,NS,0
58304,Apogon truncatus,58304,Apogonidae,Apogon,truncatus,15,TL,,0,NS,0
59182,Apogon unitaeniatus,59182,Apogonidae,Apogon,unitaeniatus,6,TL,,0,NS,0
14832,Apogon victoriae,14832,Apogonidae,Apogon,victoriae,8,TL,,0,NS,0
58157,Apogon zebrinus,58157,Apogonidae,Apogon,zebrinus,7.4,SL,,0,NS,0
M-6244b-G,Apogonichthyoides umbratilis,,Apogonidae,Apogonichthyoides,umbratilis,2.14,,,0,NS,0
5740,Apogonichthys ocellatus,5740,Apogonidae,Apogonichthys,ocellatus,6,TL,,0,NS,0
5741,Apogonichthys perdix,5741,Apogonidae,Apogonichthys,perdix,5,TL,,0,NS,0
3533,Astrapogon alutus,3533,Apogonidae,Astrapogon,alutus,6.5,TL,,0,NS,0
3534,Astrapogon puncticulatus,3534,Apogonidae,Astrapogon,puncticulatus,8,SL,,0,NS,0
3535,Astrapogon stellatus,3535,Apogonidae,Astrapogon,stellatus,8,SL,,0,NS,0
14876,Cercamia eremia,14876,Apogonidae,Cercamia,eremia,4,TL,,0,NS,0
12880,Cheilodipterus persicus,12880,Apogonidae,Cheilodipterus,persicus,11,SL,,1,NS,0
13009,Coranthus polyacanthus,13009,Apogonidae,Coranthus,polyacanthus,22,TL,,0,NS,0
5742,Foa brachygramma,5742,Apogonidae,Foa,brachygramma,8,TL,,0,NS,0
14861,Foa fo,14861,Apogonidae,Foa,fo,3.5,SL,,0,NS,0
59765,Foa hyalina,59765,Apogonidae,Foa,hyalina,5,,,0,NS,0
M-3564a-G,Foa leisi,,Apogonidae,Foa,leisi,,,,0,NS,0
59778,Foa madagascariensis,59778,Apogonidae,Foa,madagascariensis,4,,,0,NS,0
M-3564b-G,Foa nivosa,,Apogonidae,Foa,nivosa,,,,0,NS,0
8010,Fowleria aurita,8010,Apogonidae,Fowleria,aurita,9,TL,,0,NS,0
59779,Fowleria isostigma,59779,Apogonidae,Fowleria,isostigma,7,SL,,0,NS,0
5743,Fowleria punctulata,5743,Apogonidae,Fowleria,punctulata,9,SL,,0,NS,0
16890,Gymnapogon africanus,16890,Apogonidae,Gymnapogon,africanus,5,TL,,0,NS,0
14871,Gymnapogon annona,14871,Apogonidae,Gymnapogon,annona,5,TL,,0,NS,0
10746,Gymnapogon japonicus,10746,Apogonidae,Gymnapogon,japonicus,5,TL,,0,NS,0
60031,Gymnapogon melanogaster,60031,Apogonidae,Gymnapogon,melanogaster,2,SL,,0,NS,0
12671,Lachneratus phasmaticus,12671,Apogonidae,Lachneratus,phasmaticus,7.36,SL,,0,NS,0
60355,Neamia notula,60355,Apogonidae,Neamia,notula,3.5,,,0,NS,0
56240,Nectamia annularis,56240,Apogonidae,Nectamia,annularis,7,SL,,0,NS,0
63749,Nectamia ignitops,63749,Apogonidae,Nectamia,ignitops,7,SL,,0,NS,0
63750,Nectamia luxuria,63750,Apogonidae,Nectamia,luxuria,7,SL,,0,NS,0
63751,Nectamia similis,63751,Apogonidae,Nectamia,similis,6.3,SL,,0,NS,0
63698,Nectamia viria,63698,Apogonidae,Nectamia,viria,7.2,SL,,0,NS,0
64203,Ostorhinchus leslie,64203,Apogonidae,Ostorhinchus,leslie,4,SL,,0,NS,0
3537,Phaeoptyx pigmentaria,3537,Apogonidae,Phaeoptyx,pigmentaria,8,SL,,0,NS,0
4361,Pseudamia amblyuroptera,4361,Apogonidae,Pseudamia,amblyuroptera,8.5,SL,,0,NS,0
59189,Pseudamia nigra,59189,Apogonidae,Pseudamia,nigra,6,TL,,0,NS,0
26966,Pseudamia rubra,26966,Apogonidae,Pseudamia,rubra,5.5,SL,,0,NS,0
4364,Pseudamia TARRI,4364,Apogonidae,Pseudamia,tarri,3.7,SL,,0,NS,0
4365,Pseudamia zonata,4365,Apogonidae,Pseudamia,zonata,21,TL,,0,NS,0
51826,Pseudamiops diaphanes,51826,Apogonidae,Pseudamiops,diaphanes,3.28,SL,,0,NS,0
16891,Pseudamiops pellucidus,16891,Apogonidae,Pseudamiops,pellucidus,4,TL,,0,NS,0
59455,Pseudamiops phasma,59455,Apogonidae,Pseudamiops,phasma,3.4,SL,,0,NS,0
15426,Pterapogon kauderni,15426,Apogonidae,Pterapogon,kauderni,8,TL,,0,NS,0
14873,Pterapogon mirifica,14873,Apogonidae,Pterapogon,mirifica,13,,,0,NS,0
59176,Siphamia argentea,59176,Apogonidae,Siphamia,argentea,,,,0,NS,0
14886,Siphamia cephalotes,14886,Apogonidae,Siphamia,cephalotes,5,SL,,0,NS,0
14888,Siphamia cuneiceps,14888,Apogonidae,Siphamia,cuneiceps,,,,0,NS,0
5783,Siphamia fuscolineata,5783,Apogonidae,Siphamia,fuscolineata,4,SL,,0,NS,0
14890,Siphamia guttulatus,14890,Apogonidae,Siphamia,guttulata,,,,0,NS,0
25105,Siphamia jebbi,25105,Apogonidae,Siphamia,jebbi,2.48,SL,,0,NS,0
14892,Siphamia majimai,14892,Apogonidae,Siphamia,majimai,3.5,SL,,0,NS,0
12628,Siphamia mossambica,12628,Apogonidae,Siphamia,mossambica,4,TL,,0,NS,0
56485,Siphamia permutata,56485,Apogonidae,Siphamia,permutata,,,,0,NS,0
11667,Siphamia roseigaster,11667,Apogonidae,Siphamia,roseigaster,6,TL,,0,NS,0
M-8611-G,Siphamia spinicola,,Apogonidae,Siphamia,spinicola,,,,0,NS,0
59179,Siphamia tubifer,59179,Apogonidae,Siphamia,tubifer,5,TL,,0,NS,0
14897,Siphamia tubulata,14897,Apogonidae,Siphamia,tubulata,,,,0,NS,0
5784,Siphamia versicolor,5784,Apogonidae,Siphamia,versicolor,7,TL,,0,NS,0
14902,Vincentia chrysura,14902,Apogonidae,Vincentia,chrysura,4,TL,,0,NS,0
14560,Anoplocapros lenticularis,14560,Aracanidae,Anoplocapros,lenticularis,33,TL,,0,NS,0
23122,Anoplocapros robustus,23122,Aracanidae,Anoplocapros,robustus,22,TL,,0,NS,0
947,Ariopsis felis,947,Ariidae,Ariopsis,felis,70,TL,,0,NS,0
10220,Netuma thalassina,10220,Ariidae,Netuma,thalassina,185,TL,,0,NS,0
5048,Arripis trutta,5048,Arripidae,Arripis,trutta,89,TL,,0,NS,0
5224,Atherinomorus capricornensis,5224,Atherinidae,Atherinomorus,capricornensis,12,TL,,0,NS,0
1302,Atherinomorus duodecimalis,1302,Atherinidae,Atherinomorus,duodecimalis,11,SL,,0,NS,0
5228,Atherinomorus endrachtensis,5228,Atherinidae,Atherinomorus,endrachtensis,9,SL,,0,NS,0
15025,Atherinomorus insularum,15025,Atherinidae,Atherinomorus,insularum,9,TL,,0,NS,0
1303,Atherinomorus lacunosus,1303,Atherinidae,Atherinomorus,lacunosus,25,TL,,0,NS,0
7302,Atherion elymus,7302,Atherinidae,Atherion,elymus,5,TL,,0,NS,0
1305,Hypoatherina barnesi,1305,Atherinidae,Hypoatherina,barnesi,10,TL,,0,NS,0
8120,Hypoatherina ovalaua,8120,Atherinidae,Hypoatherina,ovalaua,7.8,SL,,0,NS,0
1307,Hypoatherina temminckii,1307,Atherinidae,Hypoatherina,temminckii,12,TL,,0,NS,0
15462,Hypoatherina valenciennei,15462,Atherinidae,Hypoatherina,valenciennei,12,TL,,0,NS,0
7303,Stenatherina panatela,7303,Atherinidae,Stenatherina,panatela,11,TL,,0,NS,0
13520,Atherinella starksi,13520,Atherinopsidae,Atherinella,starksi,11,SL,,0,NS,0
13524,Melanorhinus cyanellus,13524,Atherinopsidae,Melanorhinus,cyanellus,10,TL,,0,NS,0
3241,Menidia beryllina,3241,Atherinopsidae,Menidia,beryllina,15,TL,,0,NS,0
14021,Aulopus purpurissatus,14021,Aulopidae,Aulopus,purpurissatus,60,TL,,0,NS,0
1309,Aulostomus chinensis,1309,Aulostomidae,Aulostomus,chinensis,80,TL,,1,NS,0
964,Aulostomus maculatus,964,Aulostomidae,Aulostomus,maculatus,100,TL,,1,NS,0
9160,Aulostomus strigosus,9160,Aulostomidae,Aulostomus,strigosus,75,TL,,1,NS,0
62612,Abalistes filamentosus,62612,Balistidae,Abalistes,filamentosus,32.5,SL,,0,NS,0
9,Abalistes stellaris,9,Balistidae,Abalistes,stellaris,60,TL,,0,NS,0
58334,Abalistes stellatus,58334,Balistidae,Abalistes,stellatus,60,TL,,0,NS,0
7327,Balistes capriscus,7327,Balistidae,Balistes,capriscus,60,TL,,0,NS,0
4931,Balistes punctatus,4931,Balistidae,Balistes,punctatus,60,TL,,0,NS,0
60058,Balistes willughbeii,60058,Balistidae,Balistes,willughbeii,13,SL,,0,NS,0
46433,Canthidermis macrolepis,46433,Balistidae,Canthidermis,macrolepis,60,TL,,0,NS,0
4278,Canthidermis maculata,4278,Balistidae,Canthidermis,maculata,50,TL,,0,NS,0
4279,Canthidermis sufflamen,4279,Balistidae,Canthidermis,sufflamen,65,TL,,0,NS,0
25420,Rhinecanthus assasi,25420,Balistidae,Rhinecanthus,assasi,30,TL,,0,NS,0
54955,Rhinecanthus cinereus,54955,Balistidae,Rhinecanthus,cinereus,16.5,SL,,0,NS,0
13774,Rhinecanthus lunula,13774,Balistidae,Rhinecanthus,lunula,28,TL,,0,NS,0
5840,Rhinecanthus rectangulus,5840,Balistidae,Rhinecanthus,rectangulus,30,TL,,0,NS,0
6028,Rhinecanthus verrucosus,6028,Balistidae,Rhinecanthus,verrucosus,23,TL,,0,NS,0
25419,Sufflamen albicaudatum,25419,Balistidae,Sufflamen,albicaudatum,22,TL,,0,NS,0
6029,Sufflamen bursa,6029,Balistidae,Sufflamen,bursa,25,TL,,0,NS,0
5842,Sufflamen chrysopterum,5842,Balistidae,Sufflamen,chrysopterum,30,TL,,0,NS,0
6030,Xanthichthys auromarginatus,6030,Balistidae,Xanthichthys,auromarginatus,30,TL,,0,NS,0
6359,Xanthichthys caeruleolineatus,6359,Balistidae,Xanthichthys,caeruleolineatus,35,TL,,0,NS,0
6944,Xanthichthys lineopunctatus,6944,Balistidae,Xanthichthys,lineopunctatus,30,TL,,0,NS,0
4284,Xanthichthys mento,4284,Balistidae,Xanthichthys,mento,29,TL,,0,NS,0
4285,Xanthichthys ringens,4285,Balistidae,Xanthichthys,ringens,25,TL,,0,NS,0
967,Amphichthys cryptocentrus,967,Batrachoididae,Amphichthys,cryptocentrus,40,TL,,0,NS,0
13538,Batrachoides boulengeri,13538,Batrachoididae,Batrachoides,boulengeri,36,SL,,0,NS,0
10745,Batrachomoeus occidentalis,10745,Batrachoididae,Batrachomoeus,occidentalis,20,TL,,0,NS,0
10747,Batrachomoeus trispinosus,10747,Batrachoididae,Batrachomoeus,trispinosus,30,TL,,0,NS,0
27311,Bifax lacinia,27311,Batrachoididae,Bifax,lacinia,33,TL,,0,NS,0
6392,Daector reticulata,6392,Batrachoididae,Daector,reticulata,27,SL,,0,NS,0
13546,Daector schmitti,13546,Batrachoididae,Daector,schmitti,13,SL,,0,NS,0
5429,Halobatrachus didactylus,5429,Batrachoididae,Halobatrachus,didactylus,50,TL,,0,NS,0
10748,Halophryne diemensis,10748,Batrachoididae,Halophryne,diemensis,26,TL,,0,NS,0
51695,Halophryne hutchinsi,51695,Batrachoididae,Halophryne,hutchinsi,14.14,SL,,0,NS,0
24714,Halophryne queenslandiae,24714,Batrachoididae,Halophryne,queenslandiae,30,,,0,NS,0
3067,Opsanus beta,3067,Batrachoididae,Opsanus,beta,30,TL,,0,NS,0
3068,Opsanus pardus,3068,Batrachoididae,Opsanus,pardus,38,TL,,0,NS,0
3069,Opsanus tau,3069,Batrachoididae,Opsanus,tau,43,TL,,0,NS,0
27211,Perulibatrachus kilburni,27211,Batrachoididae,Perulibatrachus,kilburni,5,SL,,0,NS,0
8220,Porichthys margaritatus,8220,Batrachoididae,Porichthys,margaritatus,17,SL,,0,NS,0
12925,Porichthys porosissimus,12925,Batrachoididae,Porichthys,porosissimus,32,TL,,0,NS,0
47246,Sanopus astrifer,47246,Batrachoididae,Sanopus,astrifer,,,,0,NS,0
26095,Sanopus greenfieldorum,26095,Batrachoididae,Sanopus,greenfieldorum,,,,0,NS,0
53939,Sanopus johnsoni,53939,Batrachoididae,Sanopus,johnsoni,,,,0,NS,0
12024,Sanopus splendidus,12024,Batrachoididae,Sanopus,splendidus,24,TL,,0,NS,0
971,Thalassophryne maculosa,971,Batrachoididae,Thalassophryne,maculosa,20,TL,,0,NS,0
53567,Thalassophryne montevidensis,53567,Batrachoididae,Thalassophryne,montevidensis,14,NG,,0,NS,0
28222,Thalassophryne nattereri,28222,Batrachoididae,Thalassophryne,nattereri,13,SL,,0,NS,0
53557,Thalassophryne punctata,53557,Batrachoididae,Thalassophryne,punctata,15,SL,,0,NS,0
53590,Vladichthys gloverensis,53590,Batrachoididae,Vladichthys,gloverensis,5,SL,,0,NS,0
972,Ablennes hians,972,Belonidae,Ablennes,hians,140,TL,,1,NS,0
47,Belone belone,47,Belonidae,Belone,belone,70,TL,,1,NS,0
973,Platybelone argalus,973,Belonidae,Platybelone,argalus argalus,50,TL,,1,NS,0
9022,Platybelone argalus lovii,9022,Belonidae,Platybelone,argalus lovii,24,OT,,1,NS,0
8121,Strongylura incisa,8121,Belonidae,Strongylura,incisa,100,FL,,1,NS,0
1315,Strongylura leiura,1315,Belonidae,Strongylura,leiura,100,TL,,1,NS,0
974,Strongylura marina,974,Belonidae,Strongylura,marina,111,TL,,1,NS,0
3163,Strongylura notata notata,3163,Belonidae,Strongylura,notata notata,61,TL,,1,NS,0
9023,Strongylura senegalensis,9023,Belonidae,Strongylura,senegalensis,150,SL,,1,NS,0
1316,Strongylura strongylura,1316,Belonidae,Strongylura,strongylura,40,SL,,1,NS,0
976,Tylosurus acus,976,Belonidae,Tylosurus,acus acus,153,TL,,1,NS,0
9025,Tylosurus acus imperialis,9025,Belonidae,Tylosurus,acus imperialis,140,SL,,1,NS,0
1317,Tylosurusacus melanotus,1317,Belonidae,Tylosurus,acus melanotus,100,TL,,1,NS,0
9026,Tylosurus acus rafale,9026,Belonidae,Tylosurus,acus rafale,140,TL,,1,NS,0
977,Tylosurus crocodilus,977,Belonidae,Tylosurus,crocodilus crocodilus,150,TL,,1,NS,0
13570,Tylosurus crocodilus fodiator,13570,Belonidae,Tylosurus,crocodilus fodiator,134,TL,,1,NS,0
14501,Tylosurus gavialoides,14501,Belonidae,Tylosurus,gavialoides,75,OT,,1,NS,0
13568,Tylosurus pacificus,13568,Belonidae,Tylosurus,pacificus,82.5,SL,,1,NS,0
14503,Tylosurus punctulatus,14503,Belonidae,Tylosurus,punctulatus,58.3,SL,,1,NS,0
52390,Alloblennius anuchalis,52390,Blenniidae,Alloblennius,anuchalis,2.39,SL,,0,NS,0
16940,Alloblennius parvus,16940,Blenniidae,Alloblennius,parvus,2.6,SL,,0,NS,0
52391,Alloblennius pictus,52391,Blenniidae,Alloblennius,pictus,2.6,SL,,0,NS,0
M-1007a-G,Alticus andersoni,,Blenniidae,Alticus,andersoni,,,,0,NS,0
52971,Alticus anjouanae,52971,Blenniidae,Alticus,anjouanae,7.62,TL,,0,NS,0
56805,Alticus arnoldorum,56805,Blenniidae,Alticus,arnoldorum,8,TL,,0,NS,0
46411,Alticus kirkii,46411,Blenniidae,Alticus,kirkii,11,TL,,0,NS,0
59611,Alticus montanoi,59611,Blenniidae,Alticus,montanoi,,,,0,NS,0
M-1007c-G,Alticus orientalis,,Blenniidae,Alticus,orientalis,8.75,,,0,NS,0
6031,Alticus saliens,6031,Blenniidae,Alticus,saliens,10,TL,,0,NS,0
62209,Alticus sertatus,62209,Blenniidae,Alticus,sertatus,,,,0,NS,0
61229,Alticus simplicirrus,61229,Blenniidae,Alticus,simplicirrus,3.7,SL,,0,NS,0
59609,Andamia amphibius,59609,Blenniidae,Andamia,amphibius,,,,0,NS,0
53821,Andamia heteroptera,53821,Blenniidae,Andamia,heteroptera,6.4,SL,,0,NS,0
M-7033b-G,Andamia pacifica,,Blenniidae,Andamia,pacifica,3.7,,,0,NS,0
7750,Andamia reyi,7750,Blenniidae,Andamia,reyi,10,TL,,0,NS,0
23771,Andamia tetradactylus,23771,Blenniidae,Andamia,tetradactylus,7.9,,,0,NS,0
46412,Antennablennius adenensis,46412,Blenniidae,Antennablennius,adenensis,5,TL,,0,NS,0
8042,Antennablennius australis,8042,Blenniidae,Antennablennius,australis,7,SL,,0,NS,0
8041,Antennablennius bifilum,8041,Blenniidae,Antennablennius,bifilum,7.5,TL,,0,NS,0
62867,Antennablennius ceylonensis,62867,Blenniidae,Antennablennius,ceylonensis,3.96,,,0,NS,0
46413,Antennablennius hypenetes,46413,Blenniidae,Antennablennius,hypenetes,6.5,TL,,0,NS,0
46414,Antennablennius simonyi,46414,Blenniidae,Antennablennius,simonyi,5.5,TL,,0,NS,0
7569,Blenniella bilitonensis,7569,Blenniidae,Blenniella,bilitonensis,16,TL,,0,NS,0
27178,Blenniella caudolineata,27178,Blenniidae,Blenniella,caudolineata,8,SL,,0,NS,0
