"Family","species","max_size","sst","kmax_m","kmax_sd","r_phylo_m","r_phylo_sd"
"Serranidae","Pseudanthias_tuka",12,30,0.482230372275119,0.112255989455533,-0.174925037079302,0.372896935141106
"Serranidae","Rypticus_bicolor",28,24,0.237720623930761,0.0230835658151987,-0.0796617188569862,0.345105242035736
"Serranidae","Rypticus_bicolor",28,25,0.242825151725957,0.022940156210068,-0.0796617188569862,0.345105242035736
"Serranidae","Rypticus_bicolor",28,27,0.25348869087569,0.0239137437811882,-0.0796617188569862,0.345105242035736
"Serranidae","Rypticus_bicolor",28,28,0.259058011780144,0.0250942497948317,-0.0796617188569862,0.345105242035736
"Serranidae","Rypticus_bicolor",28,29,0.264792900502006,0.0267441037345272,-0.0796617188569862,0.345105242035736
"Serranidae","Rypticus_nigripinnis",20.29999924,27,0.33901858312176,0.0422084009512564,-0.0394973923246607,0.348108735424633
"Serranidae","Rypticus_nigripinnis",20.29999924,28,0.346477590190534,0.0438790358387599,-0.0394973923246607,0.348108735424633
"Serranidae","Rypticus_saponaceus",35,23,0.199462320333716,0.0188158236556096,-0.0617717015417003,0.34627176085316
"Serranidae","Rypticus_saponaceus",35,24,0.203716895239995,0.0183616761511727,-0.0617717015417003,0.34627176085316
"Serranidae","Rypticus_saponaceus",35,25,0.208095896280536,0.0182305292401399,-0.0617717015417003,0.34627176085316
"Serranidae","Rypticus_saponaceus",35,26,0.212603511673514,0.0184771265916252,-0.0617717015417003,0.34627176085316
"Serranidae","Rypticus_saponaceus",35,27,0.217244087826553,0.0191384282230825,-0.0617717015417003,0.34627176085316
"Serranidae","Rypticus_saponaceus",35,28,0.222022135866847,0.0202281776331666,-0.0617717015417003,0.34627176085316
"Serranidae","Serranocirrhitus_latus",13,26,0.344303843823305,0.0532852454517978,-0.349474186142875,0.364168845450886
"Serranidae","Serranocirrhitus_latus",13,27,0.351772973542953,0.0543679614916506,-0.349474186142875,0.364168845450886
"Serranidae","Serranus_baldwini",12,23,0.471364776204919,0.0792232960832316,-0.0343325946603427,0.348079184676877
"Serranidae","Serranus_baldwini",12,24,0.481416881135941,0.0796560743031908,-0.0343325946603427,0.348079184676877
"Serranidae","Serranus_baldwini",12,26,0.502413075154249,0.0820012514295113,-0.0343325946603427,0.348079184676877
"Serranidae","Serranus_baldwini",12,28,0.524666478530209,0.0866130427070585,-0.0343325946603427,0.348079184676877
"Serranidae","Serranus_flaviventris",7.5,22,0.613983470848818,0.138031154972416,-0.120888413781834,0.354447563037967
"Serranidae","Serranus_flaviventris",7.5,24,0.640533216159079,0.141703602595845,-0.120888413781834,0.354447563037967
"Serranidae","Serranus_flaviventris",7.5,25,0.654394971649022,0.144347978721722,-0.120888413781834,0.354447563037967
"Serranidae","Serranus_flaviventris",7.5,26,0.668665626857843,0.147587038436369,-0.120888413781834,0.354447563037967
"Serranidae","Serranus_flaviventris",7.5,27,0.683359041182407,0.151459643508217,-0.120888413781834,0.354447563037967
"Serranidae","Serranus_flaviventris",7.5,28,0.698489599643348,0.15600159260635,-0.120888413781834,0.354447563037967
