"","species","sizemax","sst","k_m","k_sd"
"1188","Neoniphon_argenteus",24,26,0.331100962175525,0.0508100385276982
"1189","Neoniphon_argenteus",24,27,0.338279535363499,0.051847655162272
"1190","Neoniphon_argenteus",24,28,0.345670519028522,0.0533036224941466
"1191","Neoniphon_argenteus",24,29,0.353281148878987,0.0552006671724855
"1192","Neoniphon_marianus",18,27,0.420548975274658,0.0669787667584815
"1193","Neoniphon_marianus",18,28,0.429735038513707,0.0688145690770729
"1194","Neoniphon_opercularis",35,25,0.238914081493211,0.037836456083632
"1195","Neoniphon_opercularis",35,26,0.244058421755726,0.0383585306750382
"1196","Neoniphon_opercularis",35,27,0.249354393591064,0.0391630686625155
"1197","Neoniphon_opercularis",35,28,0.254807141229973,0.0402705820848598
"1198","Neoniphon_opercularis",35,29,0.260422004800001,0.0416972245805463
"1199","Neoniphon_opercularis",35,30,0.266204528480688,0.0434546328643454
"1200","Neoniphon_sammara",32,21,0.237141067317345,0.0399728927235569
"1201","Neoniphon_sammara",32,22,0.242086674164849,0.0395310124286336
"1202","Neoniphon_sammara",32,24,0.25241242721702,0.0392481906034408
"1203","Neoniphon_sammara",32,25,0.257802318317855,0.0394718852718769
"1204","Neoniphon_sammara",32,26,0.26335035603074,0.0399805954452049
"1205","Neoniphon_sammara",32,27,0.269061884674983,0.0408020463228224
"1206","Neoniphon_sammara",32,28,0.274942451503097,0.0419595084819333
"1207","Neoniphon_sammara",32,29,0.280997815131479,0.0434709520506614
"1208","Neoniphon_sammara",32,30,0.287233954348995,0.0453488535885421
"1209","Sargocentron_bullisi",13,23,0.493203403103335,0.087977926216958
"1210","Sargocentron_bullisi",13,25,0.514388226919645,0.0889995766681357
"1211","Sargocentron_bullisi",13,28,0.548555573562922,0.0944926121526912
"1212","Sargocentron_caudimaculatum",25,24,0.331239966343002,0.052182894894735
"1213","Sargocentron_caudimaculatum",25,25,0.338312360794404,0.052500883540105
"1214","Sargocentron_caudimaculatum",25,26,0.345592277967988,0.0531899425418258
"1215","Sargocentron_caudimaculatum",25,27,0.353086731191574,0.0542858530804279
"1216","Sargocentron_caudimaculatum",25,28,0.36080300009981,0.0558187939623073
"1217","Sargocentron_caudimaculatum",25,29,0.368748641696116,0.0578122791281514
"1218","Sargocentron_caudimaculatum",25,30,0.376931501910321,0.0602829002006439
"1219","Sargocentron_cornutum",27,21,0.345174345618954,0.0652788519410866
"1220","Sargocentron_cornutum",27,25,0.375234738107724,0.0657268618630575
"1221","Sargocentron_cornutum",27,26,0.383306952884668,0.0666943798377216
"1222","Sargocentron_cornutum",27,27,0.391617165222931,0.0680763052357436
"1223","Sargocentron_cornutum",27,28,0.400173456273607,0.0699029980427588
"1224","Sargocentron_cornutum",27,29,0.408984215440896,0.0721999811242914
"1225","Sargocentron_diadema",17,22,0.690068044624999,0.18432865997421
"1226","Sargocentron_diadema",17,25,0.735005178714533,0.192512526488879
"1227","Sargocentron_diadema",17,26,0.750870884448574,0.196372607993582
"1228","Sargocentron_diadema",17,27,0.76720499899408,0.200867768733185
"1229","Sargocentron_diadema",17,28,0.784023427908761,0.206037837862753
"1230","Sargocentron_diadema",17,29,0.80134268241293,0.211921158604943
"1231","Sargocentron_hastatum",25,24,0.304396035863511,0.048171385496601
"1232","Sargocentron_hastatum",25,27,0.324482534378256,0.0501971577232893
"1233","Sargocentron_hormion",16.6,22,0.513477008008202,0.0986567089397507
"1234","Sargocentron_hormion",16.6,23,0.524262278639708,0.0987205391778612
"1235","Sargocentron_ittodai",20,25,0.36902782879976,0.0577423255443145
"1236","Sargocentron_ittodai",20,26,0.376970054426903,0.0585241194127147
"1237","Sargocentron_ittodai",20,27,0.385146279829953,0.0597449646626766
"1238","Sargocentron_melanospilos",25,26,0.407408540366531,0.0708366205954146
"1239","Sargocentron_melanospilos",25,27,0.416241527045491,0.0723068510476628
"1240","Sargocentron_melanospilos",25,28,0.425336065565524,0.0742497949573719
"1241","Sargocentron_microstoma",20,25,0.391206302403204,0.101343788952813
"1242","Sargocentron_microstoma",20,27,0.408277614545011,0.105355233599379
"1243","Sargocentron_microstoma",20,28,0.417193398842719,0.10788188747024
"1244","Sargocentron_microstoma",20,29,0.426374125753813,0.110785146452012
"1245","Sargocentron_punctatissimum",23,25,0.330344231744769,0.0504816923918094
"1246","Sargocentron_rubrum",32,21,0.303033026358777,0.0573172600471668
"1247","Sargocentron_rubrum",32,24,0.322541986861316,0.0571996715369507
"1248","Sargocentron_rubrum",32,25,0.329427738431778,0.0577175219481626
"1249","Sargocentron_rubrum",32,26,0.336515653094017,0.0585691603323897
"1250","Sargocentron_rubrum",32,27,0.343812567708204,0.0597847262556759
"1251","Sargocentron_rubrum",32,28,0.351325579035006,0.0613908185031874
"1252","Sargocentron_rubrum",32,29,0.359062054547562,0.0634097891624673
"1253","Sargocentron_spiniferum",51,24,0.225334397671198,0.0424643980222993
"1254","Sargocentron_spiniferum",51,25,0.230146910664381,0.0429014860968517
"1255","Sargocentron_spiniferum",51,26,0.2351007510708,0.0435615259767259
"1256","Sargocentron_spiniferum",51,27,0.240200697988392,0.0444639954988933
"1257","Sargocentron_spiniferum",51,28,0.245451712150827,0.0456264448517169
"1258","Sargocentron_spiniferum",51,29,0.250858943480805,0.0470640964459154
"1259","Sargocentron_spiniferum",51,30,0.256427738982286,0.0487896637203097
"1260","Sargocentron_suborbitale",25.39999962,24,0.301220822329502,0.0465801937179891
"1261","Sargocentron_suborbitale",25.39999962,25,0.307652449699238,0.0468413754016024
"1262","Sargocentron_suborbitale",25.39999962,26,0.314272764585834,0.0474438329402624
"1263","Sargocentron_suborbitale",25.39999962,27,0.321088142611092,0.0484208053479474
"1264","Sargocentron_suborbitale",25.39999962,28,0.328105201429877,0.0498001153195968
"1265","Sargocentron_suborbitale",25.39999962,29,0.335330810781136,0.051603149505029
"1266","Sargocentron_tiere",33,25,0.322181257616603,0.0564135369854872
"1267","Sargocentron_tiere",33,27,0.336252187712247,0.0584438824117843
"1268","Sargocentron_tiere",33,28,0.343601271102942,0.060019001528231
"1269","Sargocentron_tiere",33,29,0.351168953849965,0.0619977697626711
"1270","Sargocentron_tiereoides",17,27,0.561701495004064,0.101699551421465
"1271","Sargocentron_tiereoides",17,28,0.573970393910919,0.104370665031
"1272","Sargocentron_vexillarium",18,27,0.419811105080002,0.0659478898387717
"1273","Sargocentron_vexillarium",18,28,0.428983280117158,0.0677805129045565
"1274","Sargocentron_violaceum",45,27,0.264694852484132,0.0480493568584615
"1275","Sargocentron_violaceum",45,28,0.270481522673021,0.0493200771071357
"1276","Sargocentron_violaceum",45,29,0.276440343286319,0.050898403012353
"1277","Sargocentron_wilhelmi",19.5,22,0.354494639942937,0.059001623478321
"1278","Sargocentron_wilhelmi",19.5,23,0.361944154827261,0.0586842530700048
"1279","Atypichthys_latus",30,21,0.191635149314579,0.0189984574330293
"1280","Atypichthys_strigatus",25,26,0.245328624649017,0.0199190923374021
"1281","Atypichthys_strigatus",25,27,0.250667481603418,0.0204804408215473
"1282","Bathystethus_cultratus",30,21,0.248946581980968,0.0434435972031051
"1283","Girella_cyanea",20,21,0.262785251495861,0.0305611865995054
"1284","Girella_cyanea",20,22,0.268286348959069,0.0293628097186225
"1285","Girella_freminvillii",45,23,0.146562125560313,0.0121499753356781
"1286","Girella_freminvillii",45,24,0.14968082131693,0.0116032943845251
"1287","Girella_stuebeli",24,24,0.242914605568176,0.0213743228543611
"1288","Kyphosus_analogus",45,25,0.152315913921677,0.0114772603849773
"1289","Kyphosus_analogus",45,26,0.155606849169472,0.011491613614489
"1290","Kyphosus_analogus",45,27,0.158994660803003,0.0118503629615956
"1291","Kyphosus_analogus",45,28,0.162482627599242,0.0125690549596547
"1292","Kyphosus_analogus",45,29,0.166074152685402,0.0136370820476382
"1293","Kyphosus_bigibbus",75,21,0.0992193818650579,0.0111843342899298
"1294","Kyphosus_bigibbus",75,22,0.101296436646714,0.0106960825600468
"1295","Kyphosus_bigibbus",75,25,0.107896372893988,0.00989555657375116
"1296","Kyphosus_bigibbus",75,26,0.110226203003434,0.00994915542241468
"1297","Kyphosus_bigibbus",75,27,0.112624619081003,0.0102047361160813
"1298","Kyphosus_bigibbus",75,28,0.115093942074418,0.0106745069448621
"1299","Kyphosus_cinerascens",50,25,0.140746380619391,0.0110379645125608
"1300","Kyphosus_cinerascens",50,26,0.143787664394543,0.0110711654799638
"1301","Kyphosus_cinerascens",50,27,0.146918482218129,0.0114105996786098
"1302","Kyphosus_cinerascens",50,28,0.150141864520255,0.0120705566015476
"1303","Kyphosus_cinerascens",50,29,0.153460956670765,0.0130437981901713
"1304","Kyphosus_elegans",53,23,0.129033856926106,0.0115219016523695
"1305","Kyphosus_elegans",53,24,0.131779555335106,0.0111082205768533
"1306","Kyphosus_elegans",53,25,0.134605401958409,0.0109019100394572
"1307","Kyphosus_elegans",53,26,0.137514088229766,0.0109472779296004
"1308","Kyphosus_elegans",53,27,0.140508406980418,0.0112765664976394
"1309","Kyphosus_elegans",53,28,0.143591256614985,0.0119034766492002
"1310","Kyphosus_elegans",53,29,0.146765645472764,0.0128229350226975
"1311","Kyphosus_incisor",90,27,0.0939691485950467,0.0108592654434628
"1312","Kyphosus_sandwicensis",65,22,0.109186158448035,0.0112342326290685
"1313","Kyphosus_sandwicensis",65,23,0.111491910366045,0.0108072754305907
"1314","Kyphosus_sectatrix",45,21,0.140726381363583,0.0137580267177836
"1315","Kyphosus_sectatrix",45,22,0.143674476518135,0.0128926842711582
"1316","Kyphosus_sectatrix",45,23,0.146707896465605,0.0121566360918326
"1317","Kyphosus_sectatrix",45,25,0.153042187796463,0.0113048628480707
"1318","Kyphosus_sectatrix",45,26,0.156349067991977,0.0113132577052612
"1319","Kyphosus_sectatrix",45,27,0.159753299503652,0.0116746236357075
"1320","Kyphosus_sectatrix",45,28,0.163258177389191,0.0124041892124145
"1321","Kyphosus_sydneyanus",80,21,0.0902412172995046,0.0113453337123388
"1322","Kyphosus_vaigiensis",70,21,0.100002685322259,0.0117070699638077
"1323","Kyphosus_vaigiensis",70,25,0.108756003859429,0.0106338202459549
"1324","Kyphosus_vaigiensis",70,26,0.111106350973001,0.0107329120678642
"1325","Kyphosus_vaigiensis",70,27,0.113525897900034,0.0110238643292903
"1326","Kyphosus_vaigiensis",70,28,0.116016986866902,0.0115174995025104
"1327","Kyphosus_vaigiensis",70,29,0.118582048945071,0.0122159065154677
"1328","Labracoglossa_nitida",20,21,0.262442051659469,0.030544103454909
"1329","Labracoglossa_nitida",20,22,0.267935657742833,0.0293465833854114
"1330","Microcanthus_strigatus",16,21,0.312310164034013,0.0409085798514169
"1331","Microcanthus_strigatus",16,24,0.332489203218679,0.0384737072988378
"1332","Microcanthus_strigatus",16,25,0.339610552661931,0.0383909963969565
"1333","Scorpis_violacea",34.5,21,0.172222414420822,0.0166278423860678
"1334","Anampses_caeruleopunctatus",42,21,0.229812723216183,0.053929519759883
"1335","Anampses_caeruleopunctatus",42,22,0.234608944432479,0.0542267685192314
"1336","Anampses_caeruleopunctatus",42,23,0.239543252042221,0.0546783194862101
"1337","Anampses_caeruleopunctatus",42,24,0.244620227371054,0.0553005214083708
"1338","Anampses_caeruleopunctatus",42,25,0.24984462252532,0.0561097536868141
"1339","Anampses_caeruleopunctatus",42,26,0.255221367360431,0.0571221443143817
"1340","Anampses_caeruleopunctatus",42,27,0.26075557675616,0.0583533002696067
"1341","Anampses_caeruleopunctatus",42,28,0.266452558213276,0.0598180737661357
"1342","Anampses_caeruleopunctatus",42,29,0.272317819786666,0.0615303852962971
"1343","Anampses_cuvier",31,25,0.318597558136259,0.0724375577671598
"1344","Anampses_elegans",29,21,0.304616693396127,0.0716556136516875
"1345","Anampses_elegans",29,22,0.310973061064983,0.0720562137415073
"1346","Anampses_femininus",24,21,0.355949371847184,0.0856893020547164
"1347","Anampses_femininus",24,22,0.363373129913868,0.0862092176834018
"1348","Anampses_femininus",24,23,0.371010517000026,0.0869643438648548
"1349","Anampses_femininus",24,25,0.386954784789757,0.0892782612374894
"1350","Anampses_femininus",24,26,0.3952766396168,0.0908859507597512
"1351","Anampses_femininus",24,27,0.403842093716885,0.092825878957964
"1352","Anampses_geographicus",31,21,0.311745601281248,0.0798647866558598
"1353","Anampses_geographicus",31,22,0.318235125866066,0.0804412069095276
"1354","Anampses_geographicus",31,24,0.331780273906104,0.082215912399133
"1355","Anampses_geographicus",31,25,0.338848507091377,0.0834543972973138
"1356","Anampses_geographicus",31,26,0.346122646750737,0.084953824266729
"1357","Anampses_geographicus",31,27,0.353609603096706,0.0867339794028796
"1358","Anampses_geographicus",31,28,0.361316546518612,0.0888140797570818
"1359","Anampses_geographicus",31,29,0.36925091829698,0.0912125854687937
"1360","Anampses_lennardi",28,25,0.340261348263511,0.0767856925631569
"1361","Anampses_lennardi",28,26,0.347582393781419,0.0781712195107052
"1362","Anampses_lennardi",28,27,0.355117793632458,0.0798532443783107
"1363","Anampses_lennardi",28,28,0.362874771566741,0.0818519197445368
"1364","Anampses_lennardi",28,29,0.370860824213936,0.0841861656367912
"1365","Anampses_lineatus",13,24,0.604525981165282,0.152762084909785
"1366","Anampses_lineatus",13,26,0.630691983442049,0.157888495566165
"1367","Anampses_lineatus",13,27,0.644351062066929,0.161185276249572
"1368","Anampses_lineatus",13,28,0.658411469247958,0.165017082194898
"1369","Anampses_melanurus",12,25,0.65725936844834,0.167799938191276
"1370","Anampses_melanurus",12,27,0.685922849873731,0.174376893298511
"1371","Anampses_melanurus",12,28,0.700888311935562,0.178493003135119
"1372","Anampses_meleagrides",22,23,0.411317005554985,0.1012589358991
"1373","Anampses_meleagrides",22,24,0.420017852860054,0.102487691214103
"1374","Anampses_meleagrides",22,25,0.428971096392125,0.104022855158572
"1375","Anampses_meleagrides",22,26,0.43818517242115,0.105890196783448
"1376","Anampses_meleagrides",22,27,0.447668833685323,0.108115002389644
"1377","Anampses_meleagrides",22,28,0.457431162375959,0.110721764951786
"1378","Anampses_meleagrides",22,29,0.467481583697016,0.113733935628595
"1379","Anampses_neoguinaicus",20,21,0.406141131972897,0.0988927516328574
"1380","Anampses_neoguinaicus",20,22,0.41461252610112,0.0995216645871335
"1381","Anampses_neoguinaicus",20,24,0.432294682344,0.101606575471114
"1382","Anampses_neoguinaicus",20,25,0.441521914375519,0.103117649707883
"1383","Anampses_neoguinaicus",20,26,0.451018076561577,0.104977679921181
"1384","Anampses_neoguinaicus",20,27,0.46079219422286,0.107213323381656
"1385","Anampses_neoguinaicus",20,28,0.470853632355214,0.109850196426281
"1386","Anampses_neoguinaicus",20,29,0.48121210960524,0.112912594260876
"1387","Anampses_twistii",18,24,0.480488470595573,0.117337066641239
"1388","Anampses_twistii",18,25,0.490735037625732,0.119098460217044
"1389","Anampses_twistii",18,26,0.501280128506797,0.121238765466207
"1390","Anampses_twistii",18,27,0.512133760065515,0.12378680433273
"1391","Anampses_twistii",18,28,0.523306326082346,0.126770506892372
"1392","Anampses_twistii",18,29,0.53480861279989,0.130216629680665
"1393","Bodianus_anthioides",24,24,0.268801153954661,0.0328776150558798
"1394","Bodianus_anthioides",24,26,0.280448123941807,0.0329850754612291
"1395","Bodianus_anthioides",24,27,0.286528709355657,0.0336027752243882
"1396","Bodianus_anthioides",24,28,0.29278841879047,0.0346415143420164
"1397","Bodianus_axillaris",20,21,0.29098329834039,0.0433470246715251
"1398","Bodianus_axillaris",20,22,0.297052398749435,0.0425196316424795
"1399","Bodianus_axillaris",20,24,0.309721378661982,0.0415972937672009
"1400","Bodianus_axillaris",20,25,0.316333096138315,0.0415980222884624
"1401","Bodianus_axillaris",20,26,0.323137893833867,0.0419691014980827
"1402","Bodianus_axillaris",20,27,0.330142259202043,0.0427516119803001
"1403","Bodianus_axillaris",20,28,0.337352924001316,0.0439785464229533
"1404","Bodianus_axillaris",20,29,0.344776874342715,0.0456730295748319
"1405","Bodianus_bilunulatus",55,25,0.144764554574704,0.0142932901490638
"1406","Bodianus_bilunulatus",55,26,0.147881979088303,0.0143280157816319
"1407","Bodianus_bilunulatus",55,27,0.15109090029747,0.0146082128754129
"1408","Bodianus_diana",25,25,0.265980521227244,0.0310815652271552
"1409","Bodianus_diana",25,26,0.27170394380093,0.0312833379841475
"1410","Bodianus_diana",25,27,0.27759525709987,0.0318699103948494
"1411","Bodianus_diana",25,28,0.283660125400523,0.0328722338000556
"1412","Bodianus_diana",25,29,0.289904427049614,0.0343089059170975
"1413","Bodianus_dictynna",25,27,0.466919291674217,0.105140384466013
"1414","Bodianus_dictynna",25,28,0.477037833893582,0.107236373073304
"1415","Bodianus_dictynna",25,29,0.487453830151957,0.109748820720404
"1416","Bodianus_diplotaenia",76,23,0.108352280440721,0.0127432931167168
"1417","Bodianus_diplotaenia",76,24,0.110650374665685,0.0125309310199122
"1418","Bodianus_diplotaenia",76,25,0.113015354719517,0.0124508383366335
"1419","Bodianus_diplotaenia",76,26,0.115449460577026,0.0125251911701732
"1420","Bodianus_diplotaenia",76,27,0.117955016364348,0.0127727811000162
"1421","Bodianus_diplotaenia",76,28,0.120534433814584,0.0132070392371776
"1422","Bodianus_diplotaenia",76,29,0.123190215876391,0.0138350443583868
"1423","Bodianus_eclancheri",61,23,0.12819948350524,0.0140103384397484
"1424","Bodianus_eclancheri",61,24,0.130918262329535,0.0136949856452141
"1425","Bodianus_insularis",33,27,0.212673219743752,0.0473326469920157
"1426","Bodianus_loxozonus",47,25,0.269567806501452,0.0591809182461966
"1427","Bodianus_loxozonus",47,26,0.275328675810676,0.0599757239647943
"1428","Bodianus_loxozonus",47,27,0.281257614644068,0.0609950542529373
"1429","Bodianus_loxozonus",47,28,0.28736024784755,0.0622563771925149
"1430","Bodianus_mesothorax",25,24,0.260419530713639,0.0312234253710802
"1431","Bodianus_mesothorax",25,25,0.265980521227244,0.0310815652271552
"1432","Bodianus_mesothorax",25,26,0.27170394380093,0.0312833379841475
"1433","Bodianus_mesothorax",25,27,0.27759525709987,0.0318699103948494
"1434","Bodianus_mesothorax",25,28,0.283660125400523,0.0328722338000556
"1435","Bodianus_mesothorax",25,29,0.289904427049614,0.0343089059170975
"1436","Bodianus_mesothorax",25,30,0.296334263297875,0.0361863102401887
"1437","Bodianus_perditio",80,21,0.0999555394163152,0.0131853831372382
"1438","Bodianus_perditio",80,22,0.102042919247664,0.0128089678117703
"1439","Bodianus_perditio",80,25,0.108674585414965,0.0122614646823106
"1440","Bodianus_perditio",80,26,0.111015240324149,0.0123426413468704
"1441","Bodianus_pulchellus",28.5,22,0.225642654361781,0.0277494667930789
"1442","Bodianus_pulchellus",28.5,23,0.230387954318082,0.0270444753628225
"1443","Bodianus_pulchellus",28.5,24,0.235270703030004,0.0265688058947918
"1444","Bodianus_pulchellus",28.5,25,0.240295483817748,0.026372480307137
"1445","Bodianus_pulchellus",28.5,27,0.250790339463353,0.0270028874428519
"1446","Bodianus_pulchellus",28.5,28,0.256270466876091,0.027900246513217
"1447","Bodianus_rufus",40,22,0.173653574549748,0.019552640167167
"1448","Bodianus_rufus",40,23,0.177306820289842,0.0188938155928209
"1449","Bodianus_rufus",40,24,0.181065910447309,0.0184201534215275
"1450","Bodianus_rufus",40,25,0.184934375134927,0.0181782803416346
"1451","Bodianus_rufus",40,26,0.188915876598291,0.0182132787622917
"1452","Bodianus_rufus",40,27,0.193014214622061,0.018562831806597
"1453","Bodianus_rufus",40,28,0.197233332174622,0.0192520056916493
"1454","Bodianus_speciosus",50,24,0.152497022390191,0.0153779308355469
"1455","Bodianus_speciosus",50,27,0.162561927782597,0.0154949213715938
"1456","Bolbometopon_muricatum",130,26,0.112308329158119,0.0255430726013127
"1457","Bolbometopon_muricatum",130,27,0.114734604908843,0.0260240942926569
"1458","Bolbometopon_muricatum",130,28,0.11723208779564,0.0266025807230024
"1459","Bolbometopon_muricatum",130,29,0.119803174538256,0.0272847534472265
"1460","Calotomus_carolinus",54,25,0.149159949585835,0.0308737554591986
"1461","Calotomus_carolinus",54,26,0.152369229416282,0.0314000408058782
"1462","Calotomus_carolinus",54,27,0.15567250532739,0.0320622017030317
"1463","Calotomus_carolinus",54,28,0.15907293848441,0.0328695091715952
"1464","Calotomus_carolinus",54,29,0.1625738090802,0.0338304253330925
"1465","Calotomus_spinidens",30,26,0.271936260678316,0.0493319826190487
"1466","Calotomus_spinidens",30,28,0.283876583589734,0.0515131180991346
"1467","Calotomus_viridescens",21,24,0.316781889150443,0.0658682663061904
"1468","Calotomus_viridescens",21,27,0.33763663149492,0.0690351444778902
"1469","Cetoscarus_bicolor",90,25,0.143404498047368,0.0292469898885931
"1470","Cetoscarus_bicolor",90,26,0.1464791835364,0.0296654939404986
"1471","Cetoscarus_bicolor",90,27,0.149643739416527,0.0302119200640413
"1472","Cetoscarus_bicolor",90,28,0.15290117970647,0.0308958457230421
"1473","Cetoscarus_bicolor",90,29,0.156254631603233,0.0317260697429903
"1474","Cetoscarus_bicolor",90,30,0.159707340122368,0.0327104936450486
"1475","Cetoscarus_ocellatus",70,26,0.176248102507382,0.0333397164624553
"1476","Cetoscarus_ocellatus",70,27,0.180055648841073,0.0339427502785623
"1477","Cetoscarus_ocellatus",70,28,0.18397495391338,0.0347195551543792
"1478","Cetoscarus_ocellatus",70,29,0.188009780790191,0.0356812443927932
"1479","Cheilinus_chlorourus",45,21,0.161403373943251,0.0267670080679251
"1480","Cheilinus_chlorourus",45,22,0.164772794354077,0.0265067956011593
"1481","Cheilinus_chlorourus",45,24,0.171806215184032,0.0263838244693365
"1482","Cheilinus_chlorourus",45,25,0.175476777615202,0.0265620467697043
"1483","Cheilinus_chlorourus",45,26,0.179254487491077,0.026926262323806
"1484","Cheilinus_chlorourus",45,27,0.183142940494975,0.0274938255815113
"1485","Cheilinus_chlorourus",45,28,0.187145867537468,0.0282792774315851
"1486","Cheilinus_chlorourus",45,29,0.191267140312836,0.0292938631159732
"1487","Cheilinus_fasciatus",40,22,0.151443489829981,0.0381432101910145
"1488","Cheilinus_fasciatus",40,24,0.157912668916689,0.0390472941827918
"1489","Cheilinus_fasciatus",40,25,0.161288729660284,0.0396670841732869
"1490","Cheilinus_fasciatus",40,26,0.164763312463415,0.0404109469315834
"1491","Cheilinus_fasciatus",40,27,0.168339721151679,0.0412878582473057
"1492","Cheilinus_fasciatus",40,28,0.172021383669305,0.0423065098826308
"1493","Cheilinus_fasciatus",40,29,0.175811857173339,0.0434752344121032
"1494","Cheilinus_fasciatus",40,30,0.179714833353054,0.0448019581403703
"1495","Cheilinus_lunulatus",50,24,0.157604421995097,0.0168497219665436
"1496","Cheilinus_oxycephalus",17,25,0.335335365637719,0.0763349970956288
"1497","Cheilinus_oxycephalus",17,26,0.342548355027382,0.0776543293766275
"1498","Cheilinus_oxycephalus",17,27,0.349972554668561,0.0792595665841729
"1499","Cheilinus_oxycephalus",17,28,0.357615071906455,0.0811704657931629
"1500","Cheilinus_oxycephalus",17,29,0.365483281872156,0.0834056605571862
"1501","Cheilinus_trilobatus",45,21,0.156836022995469,0.0279282153233068
"1502","Cheilinus_trilobatus",45,22,0.160110585662887,0.0277731409947566
"1503","Cheilinus_trilobatus",45,24,0.166945996212405,0.0278364989288823
"1504","Cheilinus_trilobatus",45,25,0.17051322076086,0.0280896031539473
"1505","Cheilinus_trilobatus",45,26,0.174184574880952,0.0285125320414382
"1506","Cheilinus_trilobatus",45,27,0.177963552646446,0.0291202726612998
"1507","Cheilinus_trilobatus",45,28,0.181853779516414,0.0299258039408406
"1508","Cheilinus_trilobatus",45,29,0.185859017732901,0.030939750996957
"1509","Cheilinus_undulatus",229,25,0.0441534354853801,0.0129959768028346
"1510","Cheilinus_undulatus",229,26,0.0451052537563339,0.0132480341757844
"1511","Cheilinus_undulatus",229,27,0.0460849862625681,0.0135335258659481
"1512","Cheilinus_undulatus",229,28,0.04709357294758,0.0138545511175071
"1513","Cheilinus_undulatus",229,29,0.0481319891994989,0.0142131917870683
"1514","Cheilio_inermis",50,21,0.191758428847742,0.0317377063711735
"1515","Cheilio_inermis",50,25,0.208434893509754,0.0311439194745939
"1516","Cheilio_inermis",50,26,0.212910836898236,0.0314759462539616
"1517","Cheilio_inermis",50,27,0.217517776666518,0.0320473096303283
"1518","Cheilio_inermis",50,28,0.222260118045332,0.0328771123373166
"1519","Cheilio_inermis",50,29,0.227142432216148,0.0339804270479499
"1520","Chlorurus_bleekeri",49,25,0.265626048507103,0.0602028063883339
"1521","Chlorurus_bleekeri",49,26,0.271317854213839,0.0611118232179302
"1522","Chlorurus_bleekeri",49,27,0.277175845143569,0.0622398385617112
"1523","Chlorurus_bleekeri",49,28,0.283205585408945,0.0636028515339733
"1524","Chlorurus_bleekeri",49,29,0.289412847586334,0.0652160236572608
"1525","Chlorurus_bleekeri",49,30,0.295803621238135,0.067093515579477
"1526","Chlorurus_bowersi",40,29,0.343655387479257,0.0788217741605372
"1527","Chlorurus_capistratoides",40,26,0.327823066665012,0.0768463448360971
"1528","Chlorurus_capistratoides",40,27,0.334897878828059,0.0782593420237964
"1529","Chlorurus_capistratoides",40,29,0.349676526850012,0.0819323284293386
"1530","Chlorurus_frontalis",50,21,0.22556187011705,0.0490613337030893
"1531","Chlorurus_frontalis",50,25,0.245129544393451,0.0500027865847939
"1532","Chlorurus_frontalis",50,27,0.255785306999742,0.0515945961908888
"1533","Chlorurus_frontalis",50,28,0.261348359345245,0.052731873446808
"1534","Chlorurus_frontalis",50,29,0.267075234781534,0.0541174705043908
"1535","Chlorurus_japanensis",31,27,0.361163884332923,0.0692693314280557
"1536","Chlorurus_japanensis",31,28,0.369015273916812,0.0707788171729569
"1537","Chlorurus_japanensis",31,29,0.377097849381288,0.0726517771696587
"1538","Chlorurus_microrhinos",70,21,0.191264105504332,0.0493082149811666
"1539","Chlorurus_microrhinos",70,22,0.195239226690671,0.0495934774042588
"1540","Chlorurus_microrhinos",70,24,0.203535685655248,0.0505228756054127
"1541","Chlorurus_microrhinos",70,25,0.207864686983023,0.051190623479172
"1542","Chlorurus_microrhinos",70,26,0.21231954930181,0.0520096213141056
"1543","Chlorurus_microrhinos",70,27,0.2169044691461,0.0529916572374801
"1544","Chlorurus_microrhinos",70,28,0.22162379970972,0.0541482438920285
"1545","Chlorurus_microrhinos",70,29,0.226482057229629,0.0554904950331489
"1546","Chlorurus_microrhinos",70,30,0.231483927649883,0.0570290326806916
"1547","Chlorurus_perspicillatus",60.9,25,0.187217445504688,0.0431006725871551
"1548","Chlorurus_rhakoura",44.2,26,0.28124361787314,0.0582983721769968
"1549","Chlorurus_rhakoura",44.2,27,0.287314649127803,0.0593451424974949
"1550","Chlorurus_sordidus",40,21,0.278865141253625,0.0634432240319675
"1551","Chlorurus_sordidus",40,22,0.284657951085524,0.0635453627106679
"1552","Chlorurus_sordidus",40,24,0.296748121237564,0.064296975346969
"1553","Chlorurus_sordidus",40,25,0.303056654752415,0.064988253722318
"1554","Chlorurus_sordidus",40,26,0.309548615654525,0.065917765671044
"1555","Chlorurus_sordidus",40,27,0.316230122638607,0.0671058678138757
"1556","Chlorurus_sordidus",40,28,0.323107522934417,0.0685719777508178
"1557","Chlorurus_sordidus",40,29,0.330187401623098,0.0703342476065185
"1558","Chlorurus_sordidus",40,30,0.337476591362469,0.0724093322688481
"1559","Chlorurus_spilurus",40,25,0.330392105561198,0.0925682765472071
"1560","Chlorurus_spilurus",40,29,0.360036397756787,0.100596871052604
"1561","Chlorurus_strongylocephalus",70,27,0.125606598493479,0.0131154296961051
"1562","Chlorurus_strongylocephalus",70,28,0.128353251724496,0.0135745783219576
"1563","Chlorurus_strongylocephalus",70,29,0.131181218645574,0.0142463187802303
"1564","Choerodon_anchorago",38,26,0.200578347782978,0.0201351004162488
"1565","Choerodon_anchorago",38,27,0.204929029251428,0.0205208231344998
