bioregion,species,Fc_p_m,Fc_p_sd,Fc_p_q1,Fc_p_q3,Fn_p_m,Fn_p_sd,Fn_p_q1,Fn_p_q3,Fp_p_m,Fp_p_sd,Fp_p_q1,Fp_p_q3,Ic_p_m,Ic_p_sd,Ic_p_q1,Ic_p_q3,Gc_p_m,Gc_p_sd,Gc_p_q1,Gc_p_q3,I_herb_p_m,I_herb_p_sd,I_herb_p_q1,I_herb_p_q3,I_pisc_p_m,I_pisc_p_sd,I_pisc_p_q1,I_pisc_p_q3,occurence,rel_occ
c_indopacific,Amphiprion_percula,1.712841705589542e-5,NA,1.712841705589542e-5,1.712841705589542e-5,2.0357690572815896e-5,NA,2.0357690572815896e-5,2.0357690572815896e-5,2.2381313007404648e-5,NA,2.2381313007404648e-5,2.2381313007404648e-5,1.6821857349494327e-5,NA,1.6821857349494327e-5,1.6821857349494327e-5,1.4715706985987898e-5,NA,1.4715706985987898e-5,1.4715706985987898e-5,0,NA,0,0,0,NA,0,0,1,2.011222622232055e-5
c_indopacific,Anampses_melanurus,7.823614723600765e-5,NA,7.823614723600765e-5,7.823614723600765e-5,1.0230930163992906e-4,NA,1.0230930163992906e-4,1.0230930163992906e-4,1.5412867013764542e-4,NA,1.5412867013764542e-4,1.5412867013764542e-4,7.814533260797162e-5,NA,7.814533260797162e-5,7.814533260797162e-5,7.435529090103495e-5,NA,7.435529090103495e-5,7.435529090103495e-5,0,NA,0,0,0,NA,0,0,1,2.011222622232055e-5
c_indopacific,Anampses_neoguinaicus,0.0021935590661276943,3.94345612416776e-4,0.0018650196193722793,0.0028715851454553273,0.002900919886367837,8.26081626415359e-4,0.00216659705885535,0.003483109525432519,0.001899432587946676,8.26081626415359e-4,5.236991603588437e-4,0.002665225902648138,0.0023299850663371447,3.8892170048274806e-4,0.002064033051313198,0.0030398709552394132,0.00390135733559472,3.6625385208145165e-4,0.003491505038993331,0.00446253722810306,0,0,0,0,0,0,0,0,4,8.04489048892822e-5
c_indopacific,Arothron_mappa,0.008027709886778717,0.09691281351119908,0.0025212161440393115,0.19904141733327432,0.008340095208195605,0.1490195758628292,0.002675619459519814,0.19725115996149353,0.008956585295428154,0.1490195758628292,0.004165898587895994,0.3045715151739833,0.008108627560553599,0.08950815128489356,0.0024907042879393397,0.18424984275940592,0.007810153827029479,0.027697432553172464,0.001885541124026374,0.06000458145597415,0,0,0,0,0,0,0,0,3,6.0336678666961645e-5
c_indopacific,Belonoperca_chabanaudi,2.784113369134528e-4,2.8886494518153016e-4,2.8246956123448447e-5,5.285757177034572e-4,4.014280447732258e-4,0.0017346838587221202,3.8648097983562744e-5,7.642079915628889e-4,0.001597650915129331,0.0017346838587221202,9.53706259411589e-5,0.0030999312043175032,2.565226891923937e-4,2.6540846165735657e-4,2.6672219017774787e-5,4.8637315936701266e-4,4.365371126097294e-17,4.300281374915164e-17,6.412182119996878e-18,8.0895240401949e-17,0,0,0,0,0,0,0,0,2,4.02244524446411e-5
c_indopacific,Bothus_mancus,0.001525334210609793,9.344529121802393e-4,7.160742500213566e-4,0.0023345941711982294,0.002601398244801714,0.00845224398522193,0.0011774749205855305,0.004025321569017897,0.013137663929348219,0.00845224398522193,0.005817805919161804,0.020457521939534633,0.001513248489392847,8.881811301432608e-4,7.440610675268106e-4,0.0022824359112588836,0.0013519852868009792,3.78394445781798e-4,0.0010242860841030087,0.0016796844894989497,0,0,0,0,0.34166491211375133,0.2471244925163564,0.12764882369724928,0.5556810005302534,2,4.02244524446411e-5
c_indopacific,Calotomus_carolinus,0.03671295598346654,0.01753277035295898,0.00608968297101224,0.056293411584154185,0.031112937393352143,0.022438007522171198,0.0047832211707241265,0.054738639084608916,0.0096602210693674,0.022438007522171198,0.0012454049477396813,0.06094371586963264,0.035384409384580484,0.016847327534506622,0.005945779588019932,0.05416565884825864,0.01535693232959191,0.01217127002535498,0.004922881935604852,0.040089523946470904,0.054077373283349967,0.04583249573593537,0.030660040885869537,0.15130476486150013,0,0,0,0,5,1.0056113111160274e-4
c_indopacific,Calotomus_spinidens,6.888575820267618e-4,3.844567089062987e-4,2.6659841013516004e-4,0.0011541160044809577,6.56338543374807e-4,8.586509268331333e-4,2.622140113695396e-4,0.0011545943190619347,7.275341811868339e-4,8.586509268331333e-4,3.145057208999071e-4,0.0022006571960609825,6.410817003837234e-4,3.581725758156013e-4,2.582412424952786e-4,0.0010846616794066757,1.4007556217457743e-4,1.2428567147402487e-4,1.2983326592319545e-4,3.833674452300649e-4,0.013708999769777465,0.005766237435605464,0.004027682027226277,0.016786802979672315,0,0,0,0,3,6.0336678666961645e-5
c_indopacific,Canthigaster_janthinoptera,5.101747337411392e-4,2.115023367307072e-4,7.680223484266894e-5,5.730207946851926e-4,5.692275170518168e-4,3.5928451860914204e-4,7.974472757623959e-5,6.382550524155165e-4,6.028416396775579e-4,3.5928451860914204e-4,1.7159605896363138e-4,0.0011250072422043596,4.849871489469277e-4,2.0290534629995878e-4,6.945431396950308e-5,5.315124900629052e-4,1.7477206398444173e-4,1.4659134321556418e-4,0,4.05985429735298e-4,0,0,0,0,0,0,0,0,5,1.0056113111160274e-4
c_indopacific,Canthigaster_solandri,3.468830341113843e-4,2.1269391079754583e-4,9.775358858200153e-5,5.889321249013436e-4,3.4686928956478917e-4,2.659758733902716e-4,9.425899575450552e-5,5.803312970583644e-4,5.916098884177496e-4,2.659758733902716e-4,8.091358754582677e-5,6.318368166160871e-4,3.220602113083392e-4,2.0712331823610143e-4,9.765015992860163e-5,5.756835230369119e-4,9.110675263677994e-5,1.6988311294250484e-4,5.5186071333981145e-5,4.1148554176968517e-4,0.0021086504405327506,0.0010832537884085914,7.841939058489983e-4,0.0032843874193819963,0,0,0,0,3,6.0336678666961645e-5
c_indopacific,Centropyge_ferrugata,6.957386997091068e-5,5.9132566942293434e-5,1.6408102283023176e-5,1.9257947357864674e-4,8.99349134114412e-5,1.0657819187891824e-4,1.887158959777065e-5,2.1231699233754402e-4,1.7016247946070195e-4,1.0657819187891824e-4,2.0586635013185694e-5,3.2839648273277786e-4,6.476732160298336e-5,5.6578748734527225e-5,1.5203715835865356e-5,1.8425010621584632e-4,1.4305158748486318e-16,3.0443923310097537e-5,3.2976915747658536e-17,8.73264776917747e-5,0,0,0,0,0,0,0,0,7,1.4078558355624384e-4
c_indopacific,Centropyge_flavissima,0.0025816943893886128,0.005136644144799589,2.7082914236514554e-4,0.01741354366115832,0.0030200258935635287,0.00690739788304045,3.0376866574316486e-4,0.021757378348998758,0.0030367370687692102,0.00690739788304045,1.83979618755825e-4,0.025781643762838157,0.002580134319513788,0.004857133580184239,2.762992280339794e-4,0.016476323605258997,0.0021953613194263116,0.002759766176707098,2.26262917360121e-4,0.008729129635419237,0,0,0,0,0,0,0,0,11,2.2123448844552603e-4
c_indopacific,Centropyge_joculator,6.664357651037551e-5,4.348398143741187e-5,6.709161903929149e-6,1.0970184403959645e-4,7.11906134152047e-5,5.8767693243367105e-5,7.812873909164409e-6,1.186849555815646e-4,9.938130621059928e-5,5.8767693243367105e-5,1.1476371597538535e-5,1.4820326393419803e-4,6.273440496121457e-5,4.0993385211653915e-5,6.470089832625165e-6,1.0325435788761811e-4,1.84568876120144e-5,1.2177061863858219e-5,2.6304434615240502e-6,3.0515088712617942e-5,0,0,0,0,0,0,0,0,4,8.04489048892822e-5
c_indopacific,Centropyge_loriculus,0.0010726890761659034,3.8151906920791574e-4,3.927709503376423e-4,0.0014276156114182538,0.001272783848412474,6.41968979255716e-4,4.4422497827921806e-4,0.0017401478378651655,0.0011256015840727905,6.41968979255716e-4,3.7832321113469487e-4,0.0023730429140476784,0.0010775750438626742,3.771275342561728e-4,3.8809781216627836e-4,0.001402994949337283,9.073166607723858e-4,3.3030588168447134e-4,3.313163973754592e-4,0.0012610252934183986,0,0,0,0,0,0,0,0,6,1.2067335733392329e-4
c_indopacific,Centropyge_multispinis,0.0021314851065583435,0.0013574547008787848,8.120517450968431e-5,0.005672891872914721,0.0026897918478292425,0.0033007925379174735,1.1483275029565369e-4,0.007022763422437116,0.0041513757143005195,0.0033007925379174735,2.390904969819198e-4,0.012457627333756306,0.0021062466115228384,0.001322607413273798,8.153050323746666e-5,0.005574779778982782,0.0013879690101773591,0.0010491077414556819,7.969675807067693e-5,0.004317304740747256,0,0,0,0,0,0,0,0,34,6.838156915588986e-4
c_indopacific,Chaetodon_andamanensis,6.476503501233756e-5,4.368790113131672e-5,7.514701162679173e-6,1.5503428661139441e-4,8.325173121630632e-5,1.5185946534321235e-4,7.836810668414724e-6,1.7962158618989223e-4,1.7075685453179227e-4,1.5185946534321235e-4,9.640626433713485e-6,5.196931807777849e-4,6.39211099320813e-5,4.209546550639491e-5,7.529041614617963e-6,1.4931289772389145e-4,4.2914753023778555e-5,3.287528778814266e-5,7.975465403594131e-6,1.0483069911705693e-4,0,0,0,0,0,0,0,0,10,2.0112226222320547e-4
c_indopacific,Chaetodon_argentatus,1.5456131433952766e-4,8.528935220894933e-5,7.426513251824602e-5,2.475980445337446e-4,1.7544528973007949e-4,4.581067489872986e-5,9.010059747851146e-5,2.977806121162728e-4,8.200681612180002e-5,4.581067489872986e-5,5.287379688009261e-5,1.6355703276047662e-4,1.6537052098299914e-4,9.098710947267294e-5,7.810383174179799e-5,2.5986308001143486e-4,2.7164952783320553e-4,1.5101668365098635e-4,1.4007125889109603e-4,4.570496319189486e-4,0,0,0,0,0,0,0,0,4,8.04489048892822e-5
c_indopacific,Chaetodon_assarius,5.4678236226193826e-5,1.909277763701757e-4,1.1033715604573156e-5,7.484007871302547e-4,6.446756475466195e-5,6.878805579481005e-4,1.565180482146177e-5,9.077211027031599e-4,8.499974068656604e-5,6.878805579481005e-4,9.429571218856062e-6,0.0031786766258996802,5.438397638150723e-5,1.858579914965548e-4,1.0407378654694619e-5,6.833923005898399e-4,3.547161902291238e-5,2.2212178503107406e-4,1.4390617964341667e-6,0.0010461025845891348,0,0,0,0,0,0,0,0,20,4.0224452444641095e-4
