bioregion,species,Fc_p_m,Fc_p_sd,Fc_p_q1,Fc_p_q3,Fn_p_m,Fn_p_sd,Fn_p_q1,Fn_p_q3,Fp_p_m,Fp_p_sd,Fp_p_q1,Fp_p_q3,Ic_p_m,Ic_p_sd,Ic_p_q1,Ic_p_q3,Gc_p_m,Gc_p_sd,Gc_p_q1,Gc_p_q3,I_herb_p_m,I_herb_p_sd,I_herb_p_q1,I_herb_p_q3,I_pisc_p_m,I_pisc_p_sd,I_pisc_p_q1,I_pisc_p_q3,occurence,rel_occ
c_pacific,Notolabrus_inscriptus,0.0013949646445396806,0.012233297985083208,3.556898272052962e-5,0.03392739262233233,0.0014485656473453253,0.01438961957824291,3.8629730155355894e-5,0.03541240853459524,0.001709090912056144,0.01438961957824291,1.2075090046304108e-5,0.04433178302605715,0.001445435104045851,0.012363507690270965,4.07040883639116e-5,0.03450657717440421,0.0016555704811410995,0.013851355677280724,1.1338086744558792e-4,0.05248753612711445,0,0,0,0,0,0,0,0,232,0.0023240903991024204
c_pacific,Notolabrus_tetricus,0.04906332988816681,NA,0.04906332988816681,0.04906332988816681,0.046692698332029214,NA,0.046692698332029214,0.046692698332029214,0.01363466232702913,NA,0.01363466232702913,0.01363466232702913,0.055354725773875214,NA,0.055354725773875214,0.055354725773875214,0.13710006794792956,NA,0.13710006794792956,0.13710006794792956,0,NA,0,0,0,NA,0,0,1,1.001763103061388e-5
c_pacific,Ostracion_whitleyi,1.7110779537628882e-05,1.6521169204279284e-5,8.674721480796939e-6,4.8301028509706115e-5,1.6449477248646596e-5,2.7984150783237034e-6,8.391032923503442e-6,4.677743750838217e-5,3.1533740640696974e-6,2.7984150783237034e-6,1.607924902843488e-6,8.468806468337136e-6,1.7765026905603278e-5,1.7279619514332068e-5,9.028264294144989e-6,5.0461974332549595e-5,2.2501627002638862e-5,2.423284033098114e-5,1.19893073051769e-5,6.980887720548149e-5,0,0,0,0,0,0,0,0,4,4.007052412245552e-5
c_pacific,Oxycheilinus_celebicus,0.004426208578242071,0.0016568142686318231,0.0029913653322543765,0.005861051824229764,0.005428512530192662,0.01205123669084103,0.0029838093081234044,0.00787321575226192,0.013856851701075734,0.01205123669084103,0.003420174579788289,0.02429352882236318,0.004486598327973228,0.0016174563892912873,0.0030858400053335212,0.005887356650612936,0.004947762305387267,0.0012091079803096597,0.0039006440785206075,0.005994880532253928,0,0,0,0,0,0,0,0,2,2.003526206122776e-5
c_pacific,Paracaesio_sordida,0.0021022622891342427,NA,0.0021022622891342427,0.0021022622891342427,0.002329113149394446,NA,0.002329113149394446,0.002329113149394446,0.004008668020227437,NA,0.004008668020227437,0.004008668020227437,0.0022174037897798294,NA,0.0022174037897798294,0.0022174037897798294,0.0032898631784381025,NA,0.0032898631784381025,0.0032898631784381025,0,NA,0,0,0,NA,0,0,1,1.001763103061388e-5
c_pacific,Paracaesio_xanthura,0.014686920298176932,0.17348897163096047,2.3351627741917454e-4,0.7169096248761123,0.018580783585696835,0.13944982767344444,2.856469171348218e-4,0.7398145026853551,0.03606437881884069,0.13944982767344444,3.661703239382299e-4,0.6136903443073922,0.016423190655258487,0.1889524925222711,2.5827054836866743e-4,0.760103568147978,0.04352485052607597,0.2835688130349358,0.0024011369746299352,0.9576658102450604,0,0,0,0,0,0,0,0,33,3.3058182401025807e-4
c_pacific,Parachaetodon_ocellatus,3.4967947151135495e-4,NA,3.4967947151135495e-4,3.4967947151135495e-4,3.689867189782286e-4,NA,3.689867189782286e-4,3.689867189782286e-4,2.3024311523916192e-4,NA,2.3024311523916192e-4,2.3024311523916192e-4,3.367273850092003e-4,NA,3.367273850092003e-4,3.367273850092003e-4,1.9610002540110035e-4,NA,1.9610002540110035e-4,1.9610002540110035e-4,0,NA,0,0,0,NA,0,0,1,1.001763103061388e-5
c_pacific,Paracirrhites_nisus,3.814964577131979e-5,1.8020441980971164e-5,5.5008316209179405e-6,4.4174433708189914e-5,4.515295562314203e-5,1.223128978802916e-4,6.927195221021427e-6,6.472565845379286e-5,1.0131850842027761e-4,1.223128978802916e-4,1.3546878968718758e-5,2.899491140803759e-4,3.400648027420783e-5,1.6187823202045192e-5,5.199522397979997e-6,4.0237968346501686e-5,1.121691449486607e-6,6.166976856219527e-7,0,1.3208591199656294e-6,0,0,0,0,0,0,0,0,3,3.005289309184164e-5
c_pacific,Parapriacanthus_ransonneti,0.00415280893210478,0.004612198805676452,1.5852759908472502e-4,0.008147090265124834,0.004935885384587132,0.011646669524943802,1.803851584720826e-4,0.009691385610702182,0.010255874375316661,0.011646669524943802,1.695626972332901e-4,0.020342186053400033,0.004076670088316841,0.004519433719672447,1.6272567636050242e-4,0.007990614500273179,0.0030561595125906346,0.0032884389343086763,2.0828785668549425e-4,0.005904031168495775,0,0,0,0,0,0,0,0,2,2.003526206122776e-5
c_pacific,Parma_alboscapularis,5.402166341111605e-4,0.0019296939302115002,5.553496055692565e-5,0.007800269397363735,5.694357047359645e-4,0.0025092755960747625,7.108011481944309e-5,0.00801353492658784,7.448514683894347e-4,0.0025092755960747625,5.329949575398938e-5,0.010326181843755212,5.248082838617423e-4,0.001851741629749531,5.167806521372897e-5,0.007404169742422997,1.617649885718429e-4,0.0010311538861069599,0,0.0042524714981982846,0.01685633944843551,0.060856695881583996,0.002777254751496369,0.24999407173339008,0,0,0,0,23,2.3040551370411924e-4
c_pacific,Parma_microlepis,0.002141354244279844,NA,0.002141354244279844,0.002141354244279844,0.0023010970717425826,NA,0.0023010970717425826,0.0023010970717425826,0.003832075093228868,NA,0.003832075093228868,0.003832075093228868,0.0020026459750866394,NA,0.0020026459750866394,0.0020026459750866394,0,NA,0,0,0.11198403999861438,NA,0.11198403999861438,0.11198403999861438,0,NA,0,0,1,1.001763103061388e-5
c_pacific,Parma_oligolepis,0.004002307967346598,0.0019156282284582735,0.0017679290231095034,0.0058905371475005555,0.0032536550804518026,0.0016238294641501313,0.001591771893921336,0.005304548665639334,0.0026964072590249816,0.0016238294641501313,0.0018377545546048306,0.005875622397182164,0.003809112410179244,0.0018030624929873337,0.0016341058837891294,0.005398722606512618,7.03885183669294e-4,0.0011205438974598116,1.8880474726883727e-4,0.0029767690512270788,0.36400320737127706,0.10446605289419461,0.16639976527392067,0.41709548065064184,0,0,0,0,4,4.007052412245552e-5
c_pacific,Parupeneus_heptacanthus,2.0957528010354134e-4,0.0036210094994906313,4.758064769029518e-5,0.00825088141928008,1.8658485062105097e-4,0.008846897045710362,3.718932376576225e-5,0.009704216409732305,6.24850337818037e-5,0.008846897045710362,7.471300191792394e-6,0.01982634211861629,2.5977958569499296e-4,0.004384977925664789,5.900099378858717e-5,0.009996019564937371,8.374043812471863e-4,0.011188007188961421,1.6462592865887653e-4,0.025620732948301878,0,0,0,0,0,0,0,0,4,4.007052412245552e-5
c_pacific,Parupeneus_porphyreus,0.003467138433349985,0.009372836478695303,1.356091941867122e-4,0.041786693166501784,0.0034983848847306752,0.027495682119045736,1.4046558502052174e-4,0.04474510341933633,0.006022554109754399,0.027495682119045736,1.4791156937926368e-4,0.1055509896123438,0.004037258425734294,0.010231504395339052,1.6714613575475668e-4,0.04489927814949518,0.009506164014261482,0.020501295066855177,5.291880102296025e-4,0.07471328786262788,0,0,0,0,0,0,0,0,22,2.2038788267350536e-4
c_pacific,Pempheris_adusta,1.0197476160535814e-4,NA,1.0197476160535814e-4,1.0197476160535814e-4,1.2967834670459116e-4,NA,1.2967834670459116e-4,1.2967834670459116e-4,2.2167712050482046e-4,NA,2.2167712050482046e-4,2.2167712050482046e-4,9.554325677553332e-5,NA,9.554325677553332e-5,9.554325677553332e-5,2.8218459624685324e-5,NA,2.8218459624685324e-5,2.8218459624685324e-5,0,NA,0,0,0,NA,0,0,1,1.001763103061388e-5
c_pacific,Pempheris_schwenkii,0.0014317464679272822,NA,0.0014317464679272822,0.0014317464679272822,0.0017043085706549884,NA,0.0017043085706549884,0.0017043085706549884,0.002693996007557902,NA,0.002693996007557902,0.002693996007557902,0.0013126370944022525,NA,0.0013126370944022525,0.0013126370944022525,0,NA,0,0,0,NA,0,0,0,NA,0,0,1,1.001763103061388e-5
c_pacific,Pempheris_vanicolensis,2.6873948700350983e-4,NA,2.6873948700350983e-4,2.6873948700350983e-4,3.824535323105391e-4,NA,3.824535323105391e-4,3.824535323105391e-4,7.735030952596083e-4,NA,7.735030952596083e-4,7.735030952596083e-4,2.5253885033185827e-4,NA,2.5253885033185827e-4,2.5253885033185827e-4,0,NA,0,0,0,NA,0,0,0,NA,0,0,1,1.001763103061388e-5
c_pacific,Plectorhinchus_schotaf,0.012332102641879889,0.012452162783441393,0.0015482133393604984,0.02311599194439928,0.011784076426178743,0.012114810343101889,0.0019622474549738428,0.02160590539738364,0.014490566905131626,0.012114810343101889,0.003998833385974918,0.024982300424288333,0.012444975319292692,0.012501197833398342,0.0016186204178347443,0.02327133022075064,0.013558370696016434,0.012971385359758546,0.0023248214521879827,0.024791919939844885,0,0,0,0,0,0,0,0,2,2.003526206122776e-5
c_pacific,Plectropomus_oligacanthus,0.0032990918817518717,0.0025378477329047527,1.1283806634296517e-4,0.005966073473778771,0.005750468713079923,0.011715664437382693,2.05336252908682e-4,0.00990267663839024,0.01572525080482836,0.011715664437382693,5.739419277302511e-4,0.027562364131863127,0.003075744669842392,0.0023645168928315146,1.1461207025367651e-4,0.005568530964732041,6.995423938670724e-4,3.051732758063245e-4,1.45978822025852e-4,8.005150811340665e-4,0,0,0,0,0.2358873160247836,0.09872793502013887,0.1916490228263329,0.4074716817182603,3,3.005289309184164e-5
c_pacific,Plectropomus_pessuliferus,3.87510939441499e-5,NA,3.87510939441499e-5,3.87510939441499e-5,7.09540954908686e-5,NA,7.09540954908686e-5,7.09540954908686e-5,4.2251083574038795e-5,NA,4.2251083574038795e-5,4.2251083574038795e-5,5.851961694896569e-5,NA,5.851961694896569e-5,5.851961694896569e-5,3.2331580156231795e-4,NA,3.2331580156231795e-4,3.2331580156231795e-4,0,NA,0,0,0.2992477674269457,NA,0.2992477674269457,0.2992477674269457,1,1.001763103061388e-5
c_pacific,Pomacanthus_xanthometopon,0.0012369233372184576,7.043724336071919e-4,6.269189159891617e-4,0.0018469277584477538,0.001618867615174224,0.0017826340256872314,8.420859063032969e-4,0.002395649324045151,0.002901081400597923,0.0017826340256872314,0.0013572750487022593,0.004444887752493587,0.001155602545207221,6.600708827543215e-4,5.83964392443559e-4,0.0017272406979708832,2.0816378800565436e-4,2.4036683808119347e-4,0,4.163275760113087e-4,0,0,0,0,0,0,0,0,2,2.003526206122776e-5
c_pacific,Pomacentrus_callainus,6.534404694195e-4,0.0018307540227922158,4.282335101182798e-5,0.004721676098786437,8.043214749310079e-4,0.005650580967534742,5.725423954318955e-5,0.006023594382854124,9.439372490697511e-4,0.005650580967534742,1.2205003582350233e-4,0.01583997501467612,6.388296815850969e-4,0.0017407923917756958,4.0762345094448284e-5,0.004579015598412908,2.9842352972080745e-4,8.227473930945277e-4,2.2763849156912153e-5,0.002645567852279524,0,0,0,0,0,0,0,0,8,8.014104824491104e-5
c_pacific,Pomacentrus_milleri,0.04153953176236827,0.09393921541165114,4.905523169273244e-4,0.26727205088385597,0.04299591782555228,0.18864996165656533,5.726388682493118e-4,0.3112930545909173,0.06048441023994322,0.18864996165656533,0.001277323960408795,0.6805927202090294,0.03783055582465401,0.08556200566080138,4.492100862066986e-4,0.24046001705286232,7.281246419397662e-15,6.63481874355449e-14,0,2.2928444979625245e-13,0.1149018587116893,0.34519594461842873,9.880784539652518e-4,1,0,0,0,0,13,1.3022920339798044e-4
c_pacific,Pomacentrus_nigromanus,5.904537015396047e-4,NA,5.904537015396047e-4,5.904537015396047e-4,7.448324779782027e-4,NA,7.448324779782027e-4,7.448324779782027e-4,0.0012088585195479207,NA,0.0012088585195479207,0.0012088585195479207,5.757267164441375e-4,NA,5.757267164441375e-4,5.757267164441375e-4,3.062644783219061e-4,NA,3.062644783219061e-4,3.062644783219061e-4,0,NA,0,0,0,NA,0,0,1,1.001763103061388e-5
c_pacific,Pomacentrus_nigromarginatus,0.0010183183892523186,NA,0.0010183183892523186,0.0010183183892523186,0.001230221071910013,NA,0.001230221071910013,0.001230221071910013,0.001743532366413851,NA,0.001743532366413851,0.001743532366413851,9.478401710154669e-4,NA,9.478401710154669e-4,9.478401710154669e-4,2.1801025439574916e-4,NA,2.1801025439574916e-4,2.1801025439574916e-4,0,NA,0,0,0,NA,0,0,1,1.001763103061388e-5
c_pacific,Pomacentrus_smithi,0.00507990366225841,0.01000187366574142,0.0012655698206134969,0.03281790335308632,0.007830975945055874,0.034897882124508714,0.0013671141247356081,0.038329849546789294,0.03272240291527336,0.034897882124508714,0.00158956121455722,0.11417421129143047,0.004539402193094621,0.008902711103483141,0.0011362224475058294,0.0291833409956335,3.469541357107898e-15,4.412082445738666e-15,0,1.3045273837184193e-14,0,0,0,0,0,0,0,0,7,7.012341721429716e-5
c_pacific,Pomacentrus_spilotoceps,0.0011146057503511587,5.535441933922288e-4,2.7949313104143195e-4,0.0020681677260691016,0.0013764418056457514,0.0022516520058230823,3.5095634625353786e-4,0.0025135783390727883,0.0029317815211546533,0.0022516520058230823,8.10811462057129e-4,0.008719880239918659,0.0010494214394907908,5.191593947848735e-4,2.631177677515974e-4,0.0019426726765409035,1.8707720387672985e-4,2.539393303558467e-4,2.3761355579026294e-5,8.834643028985321e-4,0.016143067531116082,0.008376652347454787,0.0036341714303362404,0.03110198550242153,0,0,0,0,12,1.2021157236736656e-4
c_pacific,Pomacentrus_tripunctatus,0.005411428091247533,0.006073058432132606,1.5200521035340362e-4,0.010670850972141663,0.003954475512092349,0.006758918902195953,1.367960194483232e-4,0.007772155004736375,0.006003289436389702,0.006758918902195953,1.4989396496917692e-4,0.011856684907810227,0.004603297462051485,0.005150510393953091,1.4282461843231095e-4,0.00906377030567066,0,0,0,0,0.2726132069952898,0.3104100937554473,0.003790180211963106,0.5414362337786165,0,0,0,0,2,2.003526206122776e-5
c_pacific,Pseudanthias_hiva,3.418051817628478e-5,NA,3.418051817628478e-5,3.418051817628478e-5,3.838335357405663e-5,NA,3.838335357405663e-5,3.838335357405663e-5,8.110662827050206e-5,NA,8.110662827050206e-5,8.110662827050206e-5,3.314033549393708e-5,NA,3.314033549393708e-5,3.314033549393708e-5,2.5113505426730713e-5,NA,2.5113505426730713e-5,2.5113505426730713e-5,0,NA,0,0,0,NA,0,0,1,1.001763103061388e-5
c_pacific,Pseudanthias_huchtii,5.335989895399732e-5,NA,5.335989895399732e-5,5.335989895399732e-5,6.3747696946051e-5,NA,6.3747696946051e-5,6.3747696946051e-5,1.2715481791251214e-4,NA,1.2715481791251214e-4,1.2715481791251214e-4,5.762845256026793e-5,NA,5.762845256026793e-5,5.762845256026793e-5,1.1426189170469346e-4,NA,1.1426189170469346e-4,1.1426189170469346e-4,0,NA,0,0,0,NA,0,0,1,1.001763103061388e-5
c_pacific,Pseudanthias_hypselosoma,0.0032040746454859398,0.003306151215955595,3.408637037155826e-4,0.006067285587256297,0.0038744560686430943,0.02324253627319917,4.145732953341893e-4,0.007334338841952,0.021019957683836986,0.02324253627319917,8.913308228652127e-4,0.041148584544808756,0.003375407087384634,0.003467370497062741,3.7257615259562375e-4,0.006378238022173644,0.004877871848991898,0.0047831866236364325,7.355107218808309e-4,0.009020232976102965,0,0,0,0,0,0,0,0,2,2.003526206122776e-5
c_pacific,Pseudanthias_mooreanus,0.0020690945220359592,0.01979230964774006,4.6154758644256945e-4,0.061512728232777356,0.0023136132353282525,0.07107291899242216,5.353417189984416e-4,0.0736747171907322,0.005284126899532409,0.07107291899242216,0.001081726804268512,0.21987963816048148,0.0018354490794724506,0.017306202121696885,4.23590705911815e-4,0.05386362069394867,0,0.0011792635352625828,0,0.003543356934835547,0,0,0,0,0,0,0,0,8,8.014104824491104e-5
c_pacific,Pseudanthias_pleurotaenia,1.806320968959973e-4,NA,1.806320968959973e-4,1.806320968959973e-4,1.8748606745400056e-4,NA,1.8748606745400056e-4,1.8748606745400056e-4,2.0748998646033206e-4,NA,2.0748998646033206e-4,2.0748998646033206e-4,2.1715149546524694e-4,NA,2.1715149546524694e-4,2.1715149546524694e-4,5.807040855403025e-4,NA,5.807040855403025e-4,5.807040855403025e-4,0,NA,0,0,0,NA,0,0,1,1.001763103061388e-5
c_pacific,Pseudanthias_regalis,0.002525953709205712,NA,0.002525953709205712,0.002525953709205712,0.003018178737802504,NA,0.003018178737802504,0.003018178737802504,0.005933148103434047,NA,0.005933148103434047,0.005933148103434047,0.0023415163854774218,NA,0.0023415163854774218,0.0023415163854774218,0,NA,0,0,0,NA,0,0,0,NA,0,0,1,1.001763103061388e-5
c_pacific,Pseudojuloides_elongatus,9.681285996581916e-5,NA,9.681285996581916e-5,9.681285996581916e-5,1.1535974785455597e-4,NA,1.1535974785455597e-4,1.1535974785455597e-4,5.8316515888881834e-5,NA,5.8316515888881834e-5,5.8316515888881834e-5,1.0298690156130346e-4,NA,1.0298690156130346e-4,1.0298690156130346e-4,1.7221004732399415e-4,NA,1.7221004732399415e-4,1.7221004732399415e-4,0,NA,0,0,0,NA,0,0,1,1.001763103061388e-5
c_pacific,Pseudolabrus_semifasciatus,0.005834731368345834,0.003569217269150709,1.569241829364673e-4,0.011648001733838082,0.005936154217717303,0.009349000300909583,1.739844805027986e-4,0.0119940057432723,0.00889690456124781,0.009349000300909583,1.0114600771542142e-4,0.029355215466266286,0.005926392349931708,0.003353456207052479,1.7315743293136736e-4,0.011005945510676162,0.0012603743160708777,0.002754797509768252,0,0.00860133362230191,0,0,0,0,0,0,0,0,12,1.2021157236736656e-4
c_pacific,Pteragogus_enneacanthus,5.75841211120548e-5,6.883627122078744e-5,3.337746082873612e-5,2.3369033177069427e-4,6.928258312186597e-5,4.2471513457984964e-4,4.125013416101534e-5,3.235991457964425e-4,6.1015197400653316e-5,4.2471513457984964e-4,4.840804694775088e-5,0.001199980130115799,5.7559864586862345e-5,6.0351935037189886e-5,3.4694940446079414e-5,2.1189967738573167e-4,5.733115725175015e-5,4.077787299316798e-5,0,1.1173103730159076e-4,0,0,0,0,0,0,0,0,6,6.010578618368328e-5
c_pacific,Rhinecanthus_verrucosus,5.42128021178867e-4,1.6039669293040385e-4,4.0322041041812546e-4,6.810356319396087e-4,7.050019396756248e-4,3.9055209058826287e-4,4.891215341645747e-4,9.208823451866749e-4,7.137645806516961e-4,3.9055209058826287e-4,3.7553654870113904e-4,0.001051992612602253,5.406437560057309e-4,1.5420168765994615e-4,4.071011771857842e-4,6.741863348256777e-4,5.109847069312749e-4,7.385935083317101e-5,4.4702063280272153e-4,5.749487810598284e-4,0,0,0,0,0,0,0,0,2,2.003526206122776e-5
c_pacific,Sargocentron_punctatissimum,0.0019212452476582882,NA,0.0019212452476582882,0.0019212452476582882,0.0020875964318141514,NA,0.0020875964318141514,0.0020875964318141514,7.190686535401199e-4,NA,7.190686535401199e-4,7.190686535401199e-4,0.0020074779711356794,NA,0.0020074779711356794,0.0020074779711356794,0.002830295639531194,NA,0.002830295639531194,0.002830295639531194,0,NA,0,0,0,NA,0,0,1,1.001763103061388e-5
c_pacific,Sargocentron_tiereoides,3.5033794286259967e-4,1.7273777633340168e-4,2.0074264036463944e-4,4.999332453605599e-4,4.4906140087870827e-4,9.573537335790322e-4,2.521341384459769e-4,6.459886633114396e-4,0.0018047299028469735,9.573537335790322e-4,9.756372491596522e-4,0.002633822556534295,3.3212929580914017e-4,1.6390598112606274e-4,1.901825523217571e-4,4.7407603929652326e-4,1.3184401846427378e-4,7.42244125411764e-5,6.756379162263873e-5,1.9612424530590883e-4,0,0,0,0,0,0,0,0,2,2.003526206122776e-5
c_pacific,Sargocentron_wilhelmi,0.005585226609896227,0.0194878075468109,0.0017596058598461372,0.08518874603332152,0.006293391765224716,0.05493412346231345,0.001777498936312509,0.10044268886782588,0.023650789537269817,0.05493412346231345,0.00594849212534735,0.24559234368742833,0.005338259411016611,0.01835470585471688,0.0016804548925740276,0.08028217275697444,0.0026556429969579933,0.005373812873641227,0,0.02188155776795424,0,0,0,0,0,0,0,0,16,1.6028209648982208e-4
c_pacific,Scarus_dubius,0.002346188253605865,0.007511528421602416,4.045888890676335e-4,0.038299888308681994,0.002208207328377918,0.006747262614272621,3.8074219608376966e-4,0.03769346082445598,0.0010673297455198421,0.006747262614272621,5.924202060969219e-5,0.033544441430847824,0.0023254442501961445,0.007440662402284139,4.0235712723245384e-4,0.03792390280289958,0.002107515531622798,0.006518512342495784,3.807288424637938e-4,0.033111729141938585,0.06642068593769364,0.09944963823492763,0.008390537143367852,0.45112547788702123,0,0,0,0,23,2.3040551370411924e-4
c_pacific,Scarus_koputea,0.002169736464442938,4.770006136244252e-4,0.0019487058689067144,0.0029938213210028626,0.0017934456382750349,2.9701822419363064e-4,0.0015366381133510754,0.0021517097532727136,8.624805771297638e-4,2.9701822419363064e-4,6.85048233473032e-4,0.001347582864904181,0.00208532163152212,4.432044067481944e-4,0.0019006719145786557,0.0028648619840598646,0.0010990072911346916,3.582237310940638e-4,9.681053384742734e-4,0.001740978024372457,0.0840145966898331,0.0781565944444003,0.06695823157596047,0.2311001131680799,0,0,0,0,3,3.005289309184164e-5
c_pacific,Scarus_prasiognathos,0.06831956349316817,NA,0.06831956349316817,0.06831956349316817,0.05769676674713837,NA,0.05769676674713837,0.05769676674713837,0.02837432695526551,NA,0.02837432695526551,0.02837432695526551,0.06951335485002051,NA,0.06951335485002051,0.06951335485002051,0.07919507985742266,NA,0.07919507985742266,0.07919507985742266,0.1410937248666862,NA,0.1410937248666862,0.1410937248666862,0,NA,0,0,1,1.001763103061388e-5
c_pacific,Scarus_quoyi,5.620229055512987e-4,NA,5.620229055512987e-4,5.620229055512987e-4,4.7674413310372826e-4,NA,4.7674413310372826e-4,4.7674413310372826e-4,3.090381776414377e-4,NA,3.090381776414377e-4,3.090381776414377e-4,5.607403719502625e-4,NA,5.607403719502625e-4,5.607403719502625e-4,5.882686292291174e-4,NA,5.882686292291174e-4,5.882686292291174e-4,0.011797125750254872,NA,0.011797125750254872,0.011797125750254872,0,NA,0,0,1,1.001763103061388e-5
c_pacific,Scorpaenopsis_oxycephala,3.440749050977285e-4,1.280072487602686e-4,2.3321737580278185e-4,4.549324343926752e-4,5.604358957635522e-4,3.876552955632845e-4,3.834775335523139e-4,7.373942579747904e-4,9.374729801663584e-4,3.876552955632845e-4,6.01753646296989e-4,0.0012731923140357278,3.560259423112705e-4,1.1840268417678116e-4,2.5348620993791225e-4,4.585656746846288e-4,5.37318968270043e-4,5.875486871663715e-6,5.322306473795802e-4,5.424072891605057e-4,0,0,0,0,0.06851416323409333,0.0318068737022556,0.04096860259297678,0.09605972387520988,2,2.003526206122776e-5
c_pacific,Scorpaenopsis_possi,8.495416432129461e-5,3.705459508789418e-5,2.1629452205636298e-5,1.031381491032193e-4,1.1784156665340328e-4,2.697873330489453e-4,3.209891914698511e-5,1.6793365592420364e-4,2.535196509802756e-4,2.697873330489453e-4,7.823872855953695e-5,6.836612568320549e-4,7.875107412486324e-5,3.2647570395163117e-5,2.2881738377427973e-5,9.466179829163018e-5,0,1.9750045641379482e-5,0,3.950009128275896e-5,0,0,0,0,0,0,0,0,3,3.005289309184164e-5
c_pacific,Scorpis_violacea,0.009284053617940817,0.03761576042884932,4.472078126301934e-5,0.13618465025501345,0.010278647826737533,0.045223407705817786,5.2091864489085575e-5,0.13550716318459605,0.020912060072074426,0.045223407705817786,6.0089563072299534e-5,0.1623053374623277,0.00927414974571408,0.03642713198027021,4.896398430451098e-5,0.13187716833268143,0.004452915263981102,0.004349383190827988,0,0.01530645032460099,0,0,0,0,0,0,0,0,11,1.1019394133675268e-4
c_pacific,Sebastapistes_tinkhami,1.1181008114523679e-4,1.267803417587575e-4,3.0342554448673807e-5,3.1462364748120373e-4,1.348363685565263e-4,6.561492558500187e-4,3.667729745739705e-5,3.7302751997815526e-4,4.5687570603625017e-4,6.561492558500187e-4,1.65701207640227e-4,0.0015991317867596235,9.9358844717154e-5,1.1314805978914139e-4,2.7401060347943504e-5,2.809264801713371e-4,1.7761075367790186e-5,2.1529590384514924e-5,5.617575856408615e-6,5.344450029994853e-5,0,0,0,0,0,0,0,0,3,3.005289309184164e-5
c_pacific,Siganus_stellatus,0.004018008786253696,NA,0.004018008786253696,0.004018008786253696,0.0034605672740310026,NA,0.0034605672740310026,0.0034605672740310026,0.0018464667477170974,NA,0.0018464667477170974,0.0018464667477170974,0.004033011825530264,NA,0.004033011825530264,0.004033011825530264,0.003861179970774921,NA,0.003861179970774921,0.003861179970774921,0.03841423863947144,NA,0.03841423863947144,0.03841423863947144,0,NA,0,0,1,1.001763103061388e-5
c_pacific,Stegastes_aureus,3.434412996657156e-5,4.102556142237514e-6,3.0791212126941986e-5,3.789704780620113e-5,4.345938975967246e-5,4.481236113570396e-6,3.628952117541554e-5,5.062925834392938e-5,4.513154204556826e-5,4.481236113570396e-6,4.1250677730860046e-5,4.901240636027647e-5,3.395660879469521e-5,5.35897359187307e-6,2.9315601525923194e-5,3.859761606346723e-5,3.0619196084381655e-5,2.2176281718851588e-5,1.1413972754375745e-5,4.982441941438757e-5,0,0,0,0,0,0,0,0,2,2.003526206122776e-5
c_pacific,Stegastes_emeryi,5.459191795069851e-4,8.209774562053351e-4,2.7749776583346052e-5,0.003540524296097032,5.946626713531519e-4,8.906186809550224e-4,2.627558912530332e-5,0.004008026752057979,3.018364444322564e-4,8.906186809550224e-4,1.256933909109088e-5,0.003062349318918846,5.295716572382388e-4,7.692640612293058e-4,2.8548103864021786e-5,0.003314217070148343,4.382109705765451e-4,6.326386667833935e-4,0,0.002686888683988752,0,0,0,0,0,0,0,0,113,0.0011319923064593686
c_pacific,Stegastes_obreptus,3.0230488905582515e-4,0.009350325078100057,1.4752526847829948e-4,0.023250055699181715,3.5136043107257645e-4,0.014237051564528714,1.8455050252726715e-4,0.026067009154490808,2.7804819628513504e-4,0.014237051564528714,1.542570575043772e-4,0.03529741080082568,3.0444962157578735e-4,0.00898408143213861,1.4805773463087007e-4,0.022346710527531635,3.362348810689211e-4,0.0027391424408815235,1.5750482457109387e-4,0.006982862009175888,7.229901670647959e-4,0.024130968608515258,2.9171040245358493e-4,0.060031718618430124,0,0,0,0,5,5.00881551530694e-5
c_pacific,Stethojulis_balteata,1.5035435756397052e-4,0.004838390442113503,1.8059750469617806e-5,0.0027130658239505603,2.0442029579020326e-4,0.006696257533540291,2.598797247650312e-5,0.0037206133706320105,2.083853323345653e-4,0.006696257533540291,1.1240737890416947e-5,0.005869293726691271,1.5817276308733322e-4,0.004881788825715968,1.8139617379334098e-5,0.002899441921825239,2.394521760322066e-4,0.00537937684705113,2.67339950301273e-5,0.005231397586337055,0,0,0,0,0,0,0,0,255,0.0025544959128065395
c_pacific,Symphorichthys_spilurus,0.00968336580936663,0.008628169971817251,0.0022111514256028266,0.017155580193130435,0.013729502102674413,0.03055307166268687,0.0036580233655739555,0.02380098083977487,0.03861327970424541,0.03055307166268687,0.012153543480712127,0.0650730159277787,0.009054625205636525,0.007932105922243643,0.0021852199714645377,0.015924030439808515,0.003102549798409734,0.0015674546188991637,0.0017450942791638025,0.004460005317655666,0,0,0,0,0.5566351518646073,0.12246703966827509,0.4505755843856045,0.6626947193436101,2,2.003526206122776e-5
